Structure_ID,Structure_Type,Location,Age (years),Last_Cleaning,Image_Path,Detected_Algae (%),Detected_Barnacles (%),Detected_Mussels (%),Total_Coverage (%),Recommended_Cleaning_Method
964,L10-AC,North Sea,6,2017-05-17,/path/img964,11,20,9,40,Method B
747,L10-M,North Sea,15,2018-05-02,/path/img747,11,9,30,50,Method B
624,G16-B,North Sea,13,2018-12-01,/path/img624,13,25,17,55,Method C
948,L10-L,North Sea,3,2017-09-10,/path/img948,20,25,8,53,Method C
744,G17-AP,North Sea,8,2016-12-24,/path/img744,17,38,23,78,Method A
033,Q13-A,North Sea,8,2015-09-22,/path/img033,36,28,21,85,Method B
882,L10-BB,North Sea,11,2015-02-13,/path/img882,1,22,5,28,Method A
197,L10-E,North Sea,17,2017-08-20,/path/img197,36,28,12,76,Method B
596,L10-G,North Sea,1,2015-04-05,/path/img596,37,33,1,71,Method A
520,K12-A,North Sea,2,2015-03-09,/path/img520,46,25,0,71,Method A
504,K12-G,North Sea,2,2016-12-05,/path/img504,9,30,14,53,Method A
614,F3-1A,North Sea,19,2018-03-15,/path/img614,29,3,21,53,Method B
503,G17-AP,North Sea,4,2016-08-24,/path/img503,26,15,2,43,Method C
291,L10-B,North Sea,19,2018-05-10,/path/img291,37,25,10,72,Method A
032,L10-D,North Sea,12,2015-08-27,/path/img032,34,7,29,70,Method C
759,G14-B,North Sea,3,2017-08-24,/path/img759,44,24,9,77,Method B
718,K12-C,North Sea,5,2017-12-15,/path/img718,32,9,19,60,Method B
148,E17-A,North Sea,12,2015-11-13,/path/img148,23,40,14,77,Method B
565,K12-G,North Sea,13,2017-09-25,/path/img565,41,1,23,65,Method A
071,L10-M,North Sea,13,2019-04-24,/path/img071,23,9,19,51,Method C
125,L10-E,North Sea,19,2017-06-08,/path/img125,0,3,28,31,Method C
832,L10-AP,North Sea,4,2020-05-17,/path/img832,39,26,6,71,Method A
188,K12-A,North Sea,12,2020-03-11,/path/img188,12,2,9,23,Method C
864,K12-G,North Sea,5,2016-05-18,/path/img864,17,33,28,78,Method A
423,G16-B,North Sea,12,2018-09-19,/path/img423,8,39,7,54,Method B
768,E17-A,North Sea,6,2015-10-21,/path/img768,57,7,4,68,Method B
858,L10-D,North Sea,14,2016-11-27,/path/img858,20,5,6,31,Method A
239,G14-A,North Sea,15,2019-10-24,/path/img239,30,30,19,79,Method A
257,L10-AD,North Sea,5,2015-04-04,/path/img257,34,19,17,70,Method A
968,L10-EE,North Sea,8,2018-01-02,/path/img968,32,0,19,51,Method C
516,L10-C,North Sea,18,2016-08-11,/path/img516,4,5,21,30,Method A
735,L10-D,North Sea,6,2019-02-12,/path/img735,13,1,21,35,Method A
695,L10-AD,North Sea,14,2017-09-13,/path/img695,56,33,5,94,Method A
582,K12-K,North Sea,8,2017-03-07,/path/img582,46,17,6,69,Method B
826,L10-L,North Sea,14,2016-05-23,/path/img826,11,35,25,71,Method A
738,L10-B,North Sea,14,2019-10-13,/path/img738,40,4,17,61,Method C
358,G14-B,North Sea,9,2016-04-04,/path/img358,35,2,19,56,Method C
755,K12-BD,North Sea,9,2016-08-23,/path/img755,56,34,24,100,Method B
796,L10-M,North Sea,4,2016-02-06,/path/img796,47,35,17,99,Method B
302,L10-BB,North Sea,6,2017-11-05,/path/img302,9,39,28,76,Method C
234,G17-AP,North Sea,3,2019-05-01,/path/img234,2,15,9,26,Method A
767,F3-1A,North Sea,17,2017-01-20,/path/img767,20,3,20,43,Method B
015,L10-G,North Sea,16,2018-07-02,/path/img015,3,38,16,57,Method B
701,L10-F,North Sea,18,2017-05-09,/path/img701,48,28,5,81,Method A
351,K12-A,North Sea,9,2015-12-07,/path/img351,35,20,5,60,Method A
278,G16-A,North Sea,2,2015-02-01,/path/img278,3,5,10,18,Method C
130,G16-A,North Sea,12,2016-02-06,/path/img130,37,8,19,64,Method A
967,Q13-A,North Sea,16,2020-11-19,/path/img967,32,38,12,82,Method B
882,D15-A,North Sea,15,2018-10-26,/path/img882,38,9,3,50,Method A
824,D18-A,North Sea,15,2020-06-13,/path/img824,26,36,29,91,Method C
154,G17-A,North Sea,5,2015-06-30,/path/img154,16,33,11,60,Method A
124,K12-CC,North Sea,3,2016-03-04,/path/img124,52,26,16,94,Method A
947,L10-AR,North Sea,20,2018-01-14,/path/img947,16,10,18,44,Method A
042,K12-C,North Sea,2,2018-02-24,/path/img042,24,27,7,58,Method B
037,G14-B,North Sea,5,2015-02-17,/path/img037,9,31,7,47,Method B
480,L10-C,North Sea,13,2017-06-13,/path/img480,51,29,19,99,Method B
689,K12-K,North Sea,18,2018-10-14,/path/img689,10,21,5,36,Method C
388,Q13-A,North Sea,1,2020-04-27,/path/img388,26,4,0,30,Method C
485,L10-L,North Sea,18,2018-10-28,/path/img485,45,10,30,85,Method A
522,L10-G,North Sea,15,2015-05-22,/path/img522,16,0,0,16,Method B
647,L10-AC,North Sea,16,2015-12-20,/path/img647,35,35,24,94,Method B
863,L10-F,North Sea,16,2017-09-21,/path/img863,59,29,21,100,Method C
937,E17-A,North Sea,14,2015-07-26,/path/img937,22,34,0,56,Method C
191,L10-BB,North Sea,16,2019-08-03,/path/img191,12,5,1,18,Method A
371,D18-A,North Sea,2,2020-06-21,/path/img371,3,27,2,32,Method B
725,L10-C,North Sea,9,2015-07-26,/path/img725,18,18,2,38,Method B
768,L10-L,North Sea,16,2019-01-08,/path/img768,28,29,5,62,Method A
379,G17-AP,North Sea,4,2017-06-27,/path/img379,51,33,19,100,Method A
281,L10-L,North Sea,1,2020-01-18,/path/img281,21,26,6,53,Method B
860,G16-B,North Sea,8,2020-02-15,/path/img860,25,1,30,56,Method A
450,K9-B,North Sea,20,2019-06-09,/path/img450,40,36,11,87,Method B
398,E17-A,North Sea,13,2020-11-17,/path/img398,12,34,8,54,Method B
672,G17-A,North Sea,14,2017-12-04,/path/img672,49,35,18,100,Method C
551,L10-D,North Sea,9,2015-04-05,/path/img551,38,11,5,54,Method C
734,K12-CC,North Sea,2,2015-08-16,/path/img734,4,10,12,26,Method C
136,G16-B,North Sea,17,2020-06-03,/path/img136,19,29,9,57,Method A
047,F3-1A,North Sea,20,2020-01-07,/path/img047,58,10,25,93,Method B
742,L10-EE,North Sea,16,2017-03-05,/path/img742,33,36,14,83,Method A
507,K12-K,North Sea,8,2016-11-23,/path/img507,56,25,17,98,Method B
489,L5-D,North Sea,11,2018-04-04,/path/img489,48,9,22,79,Method A
054,G16-B,North Sea,6,2018-03-02,/path/img054,50,39,6,95,Method A
176,L5-D,North Sea,6,2019-09-14,/path/img176,10,6,14,30,Method C
336,K12-BP,North Sea,13,2015-03-06,/path/img336,39,36,6,81,Method B
164,D18-A,North Sea,10,2020-10-16,/path/img164,47,9,30,86,Method C
260,Q13-A,North Sea,13,2019-03-11,/path/img260,27,18,29,74,Method B
317,K2-A,North Sea,7,2015-12-27,/path/img317,59,39,22,100,Method C
940,D15-A,North Sea,3,2016-03-24,/path/img940,5,38,19,62,Method B
125,K12-CC,North Sea,18,2019-07-26,/path/img125,53,2,4,59,Method C
731,G16-B,North Sea,13,2020-02-13,/path/img731,14,7,24,45,Method B
183,K9-A,North Sea,16,2017-09-25,/path/img183,2,8,29,39,Method A
941,L10-E,North Sea,14,2018-03-21,/path/img941,47,2,15,64,Method B
888,L10-AR,North Sea,1,2019-10-06,/path/img888,56,6,11,73,Method C
055,G14-B,North Sea,4,2019-10-05,/path/img055,28,19,8,55,Method C
529,E17-A,North Sea,14,2019-06-29,/path/img529,45,24,23,92,Method B
839,K9-C,North Sea,17,2016-12-26,/path/img839,13,37,10,60,Method C
761,L10-EE,North Sea,18,2017-10-26,/path/img761,57,4,11,72,Method A
191,L10-D,North Sea,19,2018-11-18,/path/img191,30,25,22,77,Method A
588,L10-G,North Sea,5,2017-04-10,/path/img588,52,3,25,80,Method B
783,D18-A,North Sea,11,2019-05-16,/path/img783,39,23,0,62,Method A
521,K12-BD,North Sea,6,2019-04-04,/path/img521,32,8,2,42,Method C
300,K12-BD,North Sea,3,2017-04-22,/path/img300,46,9,25,80,Method A
509,L10-EE,North Sea,2,2016-06-07,/path/img509,8,35,22,65,Method B
463,L10-BB,North Sea,9,2016-05-07,/path/img463,59,20,1,80,Method B
471,K9-C,North Sea,12,2017-09-14,/path/img471,50,35,12,97,Method B
591,K9-B,North Sea,9,2020-04-22,/path/img591,38,9,10,57,Method A
719,K12-C,North Sea,17,2017-05-04,/path/img719,37,17,28,82,Method C
409,L5-D,North Sea,1,2015-10-26,/path/img409,7,31,11,49,Method B
052,G14-B,North Sea,16,2015-07-01,/path/img052,19,1,30,50,Method A
065,L10-M,North Sea,16,2018-01-23,/path/img065,21,8,5,34,Method A
295,L10-L,North Sea,8,2020-10-24,/path/img295,7,21,14,42,Method A
972,L10-M,North Sea,8,2015-12-04,/path/img972,51,9,17,77,Method C
819,L10-F,North Sea,15,2020-06-01,/path/img819,47,0,10,57,Method A
319,L10-BB,North Sea,18,2016-07-04,/path/img319,5,19,13,37,Method B
305,F3-1A,North Sea,9,2017-07-05,/path/img305,60,17,13,90,Method B
538,G14-A,North Sea,17,2017-02-12,/path/img538,44,30,9,83,Method A
825,K12-BD,North Sea,16,2018-04-03,/path/img825,34,10,6,50,Method C
872,L10-AR,North Sea,13,2017-06-18,/path/img872,36,30,30,96,Method C
751,K2-A,North Sea,4,2016-04-29,/path/img751,24,35,18,77,Method C
562,K12-G,North Sea,16,2015-10-27,/path/img562,29,19,23,71,Method C
023,K12-K,North Sea,3,2018-12-27,/path/img023,30,8,4,42,Method A
091,G16-B,North Sea,2,2018-07-21,/path/img091,51,24,27,100,Method A
709,G16-B,North Sea,16,2015-10-24,/path/img709,21,26,14,61,Method A
613,K12-G,North Sea,5,2016-05-26,/path/img613,26,29,5,60,Method A
956,L10-B,North Sea,4,2019-12-09,/path/img956,14,6,21,41,Method A
380,G16-A,North Sea,18,2015-07-10,/path/img380,46,3,24,73,Method A
762,G17-A,North Sea,6,2018-05-21,/path/img762,19,17,12,48,Method B
321,D18-A,North Sea,8,2020-02-17,/path/img321,32,3,29,64,Method C
476,K12-K,North Sea,1,2015-04-12,/path/img476,33,12,14,59,Method A
307,L10-D,North Sea,12,2020-05-12,/path/img307,60,11,18,89,Method B
087,G14-B,North Sea,2,2019-06-24,/path/img087,43,33,11,87,Method C
860,D15-A,North Sea,1,2016-07-25,/path/img860,45,13,16,74,Method B
669,K12-CC,North Sea,16,2017-11-18,/path/img669,37,19,8,64,Method C
130,K12-K,North Sea,20,2015-12-01,/path/img130,38,24,13,75,Method B
187,L10-E,North Sea,10,2020-02-25,/path/img187,53,10,5,68,Method A
958,F3-1A,North Sea,8,2015-02-27,/path/img958,15,39,1,55,Method A
819,K12-BD,North Sea,14,2017-12-14,/path/img819,1,15,10,26,Method B
530,K12-G,North Sea,13,2020-03-19,/path/img530,35,27,11,73,Method A
164,K12-BP,North Sea,3,2015-09-29,/path/img164,40,20,14,74,Method A
552,K12-C,North Sea,4,2016-04-03,/path/img552,8,0,15,23,Method B
986,L10-M,North Sea,16,2017-09-27,/path/img986,43,28,2,73,Method C
068,D18-A,North Sea,15,2016-01-12,/path/img068,29,2,12,43,Method C
423,K12-CC,North Sea,20,2018-03-25,/path/img423,20,2,6,28,Method A
562,G17-AP,North Sea,2,2015-09-24,/path/img562,8,12,9,29,Method C
674,K2-A,North Sea,1,2017-02-09,/path/img674,45,5,3,53,Method C
951,G16-B,North Sea,12,2017-01-07,/path/img951,36,14,27,77,Method C
813,Q13-A,North Sea,12,2020-01-30,/path/img813,43,2,6,51,Method A
701,L5-A,North Sea,10,2019-01-10,/path/img701,40,32,24,96,Method C
869,L5-D,North Sea,4,2017-01-22,/path/img869,60,4,27,91,Method C
854,L10-L,North Sea,12,2019-05-10,/path/img854,34,24,29,87,Method C
505,L10-EE,North Sea,2,2015-11-20,/path/img505,1,19,17,37,Method C
881,L10-F,North Sea,6,2020-09-10,/path/img881,52,26,23,100,Method B
404,K9-A,North Sea,9,2019-10-19,/path/img404,59,26,23,100,Method B
370,L10-AR,North Sea,11,2015-03-02,/path/img370,0,21,2,23,Method C
664,L10-AD,North Sea,3,2016-04-14,/path/img664,54,26,24,100,Method C
368,K9-C,North Sea,12,2019-06-20,/path/img368,27,19,12,58,Method B
752,K12-A,North Sea,5,2017-03-10,/path/img752,19,23,23,65,Method B
304,K9-B,North Sea,5,2017-12-29,/path/img304,48,14,25,87,Method B
235,L10-B,North Sea,18,2015-08-27,/path/img235,50,19,15,84,Method B
958,G17-A,North Sea,14,2017-09-22,/path/img958,48,30,12,90,Method A
507,L10-M,North Sea,6,2017-07-18,/path/img507,16,15,2,33,Method C
723,D15-A,North Sea,7,2020-02-10,/path/img723,25,38,14,77,Method C
895,K12-A,North Sea,3,2015-05-23,/path/img895,36,11,25,72,Method B
577,L10-BB,North Sea,8,2020-11-22,/path/img577,37,0,16,53,Method A
477,L10-E,North Sea,18,2015-04-30,/path/img477,19,36,0,55,Method A
747,L5-D,North Sea,10,2020-11-05,/path/img747,26,21,11,58,Method C
522,D18-A,North Sea,16,2015-03-06,/path/img522,12,15,15,42,Method B
293,L5-A,North Sea,16,2018-03-13,/path/img293,49,5,6,60,Method C
364,L10-C,North Sea,13,2018-05-30,/path/img364,50,38,15,100,Method A
652,F3-1A,North Sea,10,2015-05-20,/path/img652,0,20,14,34,Method B
045,K12-BD,North Sea,17,2016-04-30,/path/img045,20,3,13,36,Method C
746,K9-B,North Sea,10,2016-10-23,/path/img746,19,7,9,35,Method A
194,L10-AC,North Sea,4,2015-12-01,/path/img194,4,38,7,49,Method C
704,G14-A,North Sea,7,2016-05-14,/path/img704,9,12,5,26,Method B
951,K12-G,North Sea,2,2020-06-21,/path/img951,18,36,13,67,Method B
675,G17-AP,North Sea,2,2019-12-31,/path/img675,30,10,22,62,Method A
712,L10-BB,North Sea,6,2015-03-24,/path/img712,56,18,27,100,Method C
567,G16-B,North Sea,16,2016-01-21,/path/img567,54,6,7,67,Method C
516,F3-1A,North Sea,16,2015-11-20,/path/img516,32,27,13,72,Method B
283,L10-L,North Sea,4,2019-09-24,/path/img283,20,38,17,75,Method B
632,K12-BP,North Sea,18,2018-09-27,/path/img632,47,5,0,52,Method B
188,K9-B,North Sea,10,2017-05-13,/path/img188,37,31,20,88,Method A
838,K12-A,North Sea,11,2017-11-08,/path/img838,32,38,23,93,Method B
620,E17-A,North Sea,7,2017-07-01,/path/img620,45,0,7,52,Method B
842,K12-C,North Sea,2,2016-11-19,/path/img842,40,11,1,52,Method A
437,G17-A,North Sea,17,2017-05-24,/path/img437,49,25,20,94,Method B
656,G17-AP,North Sea,6,2016-04-10,/path/img656,9,9,15,33,Method B
057,L10-AR,North Sea,6,2015-10-31,/path/img057,24,35,23,82,Method B
951,K12-BP,North Sea,18,2019-05-18,/path/img951,54,38,9,100,Method B
740,L10-AC,North Sea,17,2015-12-11,/path/img740,23,12,30,65,Method A
892,L10-E,North Sea,4,2016-10-17,/path/img892,37,11,16,64,Method A
483,Q13-A,North Sea,17,2020-11-13,/path/img483,3,3,4,10,Method B
848,D15-A,North Sea,19,2018-02-16,/path/img848,49,35,27,100,Method B
663,Q13-A,North Sea,19,2016-12-13,/path/img663,2,0,29,31,Method B
782,L10-AC,North Sea,19,2020-06-15,/path/img782,50,1,25,76,Method A
213,K2-A,North Sea,7,2016-11-20,/path/img213,4,29,13,46,Method B
515,L10-AD,North Sea,18,2015-08-09,/path/img515,33,21,19,73,Method A
446,K12-G,North Sea,18,2018-06-22,/path/img446,35,18,10,63,Method A
485,L5-D,North Sea,15,2016-10-21,/path/img485,59,25,15,99,Method C
311,K12-D,North Sea,19,2015-11-03,/path/img311,3,15,3,21,Method C
876,D15-A,North Sea,14,2018-04-09,/path/img876,51,26,21,98,Method A
085,L10-AR,North Sea,4,2016-11-01,/path/img085,57,19,22,98,Method C
373,L10-D,North Sea,13,2020-03-31,/path/img373,56,17,16,89,Method C
006,L10-C,North Sea,14,2016-07-21,/path/img006,46,9,1,56,Method A
045,Q13-A,North Sea,2,2016-05-22,/path/img045,17,17,28,62,Method C
554,K12-A,North Sea,20,2016-07-01,/path/img554,1,17,20,38,Method B
712,L10-AR,North Sea,13,2018-10-21,/path/img712,16,29,23,68,Method B
556,K9-B,North Sea,4,2020-12-04,/path/img556,13,35,27,75,Method A
083,G16-B,North Sea,12,2019-10-13,/path/img083,52,18,19,89,Method C
692,G14-B,North Sea,14,2015-03-15,/path/img692,37,38,17,92,Method C
190,L10-G,North Sea,17,2018-01-27,/path/img190,12,6,8,26,Method A
199,K12-G,North Sea,9,2017-10-30,/path/img199,19,3,14,36,Method A
471,K9-A,North Sea,16,2018-09-26,/path/img471,16,15,6,37,Method B
240,L10-M,North Sea,2,2020-10-19,/path/img240,19,26,19,64,Method A
228,K12-G,North Sea,2,2020-09-07,/path/img228,43,22,8,73,Method C
888,E17-A,North Sea,5,2015-08-28,/path/img888,13,16,3,32,Method B
646,K9-B,North Sea,8,2019-11-04,/path/img646,20,35,30,85,Method A
067,L10-E,North Sea,11,2019-04-29,/path/img067,50,21,2,73,Method C
183,L10-F,North Sea,15,2016-09-14,/path/img183,6,9,28,43,Method B
866,G14-B,North Sea,12,2016-03-01,/path/img866,1,35,23,59,Method A
813,K12-G,North Sea,20,2019-12-31,/path/img813,43,3,29,75,Method C
121,L10-L,North Sea,18,2017-12-13,/path/img121,37,1,10,48,Method B
686,D15-A,North Sea,4,2017-08-26,/path/img686,37,33,23,93,Method A
451,K9-B,North Sea,20,2020-05-31,/path/img451,41,12,24,77,Method A
129,K2-A,North Sea,20,2017-06-13,/path/img129,50,19,4,73,Method B
743,L10-BB,North Sea,3,2018-11-21,/path/img743,47,33,2,82,Method B
533,L10-AD,North Sea,13,2018-12-22,/path/img533,36,3,14,53,Method B
201,G16-B,North Sea,19,2016-07-16,/path/img201,5,35,13,53,Method C
270,L10-AR,North Sea,4,2020-02-07,/path/img270,13,3,22,38,Method C
855,L10-B,North Sea,2,2019-11-25,/path/img855,56,16,21,93,Method A
290,G17-A,North Sea,8,2017-12-09,/path/img290,59,12,7,78,Method A
458,L10-G,North Sea,16,2018-10-04,/path/img458,49,22,0,71,Method B
007,G14-B,North Sea,1,2016-01-09,/path/img007,10,9,9,28,Method B
015,D18-A,North Sea,19,2019-07-14,/path/img015,15,35,28,78,Method A
637,K9-B,North Sea,16,2019-02-16,/path/img637,24,7,9,40,Method C
037,G17-AP,North Sea,16,2020-04-10,/path/img037,39,10,17,66,Method B
748,K12-BD,North Sea,1,2016-06-27,/path/img748,18,40,16,74,Method B
591,L10-F,North Sea,17,2017-08-02,/path/img591,35,37,8,80,Method B
549,D18-A,North Sea,18,2020-09-18,/path/img549,22,9,29,60,Method A
065,K12-A,North Sea,7,2016-11-24,/path/img065,37,9,20,66,Method B
061,L10-F,North Sea,14,2020-10-14,/path/img061,53,29,9,91,Method C
023,L10-AR,North Sea,12,2015-07-30,/path/img023,41,5,15,61,Method B
369,F3-1A,North Sea,5,2016-08-08,/path/img369,31,11,29,71,Method A
400,D15-A,North Sea,7,2016-11-15,/path/img400,47,33,21,100,Method B
422,K12-K,North Sea,7,2017-06-01,/path/img422,17,34,27,78,Method A
713,L10-BB,North Sea,8,2018-01-16,/path/img713,41,37,18,96,Method B
907,K12-A,North Sea,11,2017-11-04,/path/img907,31,25,21,77,Method B
632,L10-C,North Sea,19,2019-08-12,/path/img632,18,12,29,59,Method B
755,K12-D,North Sea,3,2020-02-14,/path/img755,47,27,19,93,Method C
243,L10-G,North Sea,17,2019-08-17,/path/img243,39,27,9,75,Method C
936,L5-A,North Sea,19,2020-02-03,/path/img936,20,7,25,52,Method B
544,L10-AC,North Sea,6,2015-07-16,/path/img544,19,26,18,63,Method B
543,G17-A,North Sea,12,2019-12-16,/path/img543,53,38,17,100,Method B
342,K2-A,North Sea,14,2017-05-04,/path/img342,29,33,22,84,Method C
810,K12-D,North Sea,7,2015-07-02,/path/img810,12,3,14,29,Method B
735,D15-A,North Sea,20,2019-08-16,/path/img735,20,24,15,59,Method B
917,L10-G,North Sea,1,2016-02-29,/path/img917,39,34,6,79,Method B
765,L10-M,North Sea,4,2020-06-05,/path/img765,30,13,30,73,Method C
953,G16-B,North Sea,3,2015-06-29,/path/img953,14,23,10,47,Method C
081,L10-M,North Sea,17,2019-09-18,/path/img081,14,33,16,63,Method B
379,D15-A,North Sea,12,2019-08-29,/path/img379,12,6,19,37,Method A
243,G14-A,North Sea,7,2020-10-22,/path/img243,22,33,19,74,Method B
847,G14-B,North Sea,4,2015-06-25,/path/img847,11,30,5,46,Method A
449,D18-A,North Sea,15,2019-05-22,/path/img449,35,23,4,62,Method B
591,G17-A,North Sea,5,2019-09-15,/path/img591,19,3,25,47,Method B
045,D18-A,North Sea,10,2016-11-02,/path/img045,54,36,13,100,Method C
656,K12-D,North Sea,2,2016-04-17,/path/img656,42,16,17,75,Method A
362,K12-K,North Sea,19,2017-05-08,/path/img362,23,23,20,66,Method B
823,G14-A,North Sea,10,2019-08-01,/path/img823,6,3,7,16,Method C
387,G17-A,North Sea,17,2016-01-25,/path/img387,38,25,21,84,Method B
096,L10-D,North Sea,20,2018-12-17,/path/img096,41,23,23,87,Method B
975,K12-G,North Sea,6,2016-05-01,/path/img975,4,28,0,32,Method A
046,G17-A,North Sea,6,2020-07-05,/path/img046,5,24,3,32,Method C
850,K12-K,North Sea,1,2020-07-03,/path/img850,53,13,16,82,Method A
650,L10-EE,North Sea,11,2020-12-13,/path/img650,30,27,6,63,Method A
817,Q13-A,North Sea,20,2016-01-02,/path/img817,56,28,8,92,Method B
504,L10-AC,North Sea,9,2015-05-09,/path/img504,32,2,16,50,Method A
971,K9-C,North Sea,4,2015-07-19,/path/img971,17,31,2,50,Method C
737,K9-B,North Sea,16,2018-05-04,/path/img737,52,33,4,89,Method B
273,L10-L,North Sea,9,2016-06-18,/path/img273,2,11,13,26,Method B
812,L10-AR,North Sea,8,2020-10-04,/path/img812,36,20,29,85,Method B
427,L5-A,North Sea,8,2019-10-18,/path/img427,20,26,10,56,Method A
225,L10-AR,North Sea,3,2015-02-28,/path/img225,38,33,30,100,Method C
475,L10-AR,North Sea,18,2017-12-01,/path/img475,45,29,14,88,Method B
116,L10-AR,North Sea,16,2015-09-24,/path/img116,30,16,2,48,Method A
560,L10-BB,North Sea,16,2015-06-21,/path/img560,9,26,9,44,Method B
516,G16-A,North Sea,20,2018-01-03,/path/img516,59,31,0,90,Method A
445,G14-A,North Sea,6,2015-04-18,/path/img445,7,9,29,45,Method B
753,K12-D,North Sea,14,2018-07-02,/path/img753,5,1,13,19,Method B
852,G16-B,North Sea,13,2020-05-22,/path/img852,20,3,0,23,Method B
130,K9-B,North Sea,17,2017-02-12,/path/img130,22,3,0,25,Method B
558,L10-AC,North Sea,13,2016-10-10,/path/img558,40,11,15,66,Method A
887,L5-A,North Sea,7,2015-10-20,/path/img887,46,28,12,86,Method B
326,G17-AP,North Sea,3,2015-05-19,/path/img326,59,7,12,78,Method C
717,L10-AR,North Sea,15,2019-10-15,/path/img717,30,25,9,64,Method A
947,L10-G,North Sea,6,2015-04-23,/path/img947,41,9,30,80,Method B
