platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
K12-C,2000,-41,-33,Row D,71,49,36,200,85,High-pressure water jetting
L10-D,2001,-41,-11,Row D,75,230,63,169,75,Mechanical cleaning methods
K9-C,2008,-16,-30,Row 3,33,29,99,39,86,High-pressure water jetting
K9-C,2000,-6,-4,Risers,39,206,17,147,10,Mechanical cleaning methods
L10-L,2008,-31,-30,Risers,97,16,80,179,90,Mechanical cleaning methods
L10-AD,2015,-37,-42,Row 2,5,75,61,118,77,Mechanical cleaning methods
L10-EE,2000,-31,-18,Row 2-3,96,165,82,139,90,Mechanical cleaning methods
K12-CC,2003,-6,-30,Row 2,14,227,8,173,84,Mechanical cleaning methods
L10-E,2004,-39,-24,Level 3,55,36,91,88,90,High-pressure water jetting
G14-A,1999,-34,-16,Level 1 ,82,226,11,42,82,Mechanical cleaning methods
E17-A,2007,-10,-10,Level 1,31,176,18,72,9,Mechanical cleaning methods
E17-A,2004,-12,-17,Level 2 ,84,179,81,117,90,Mechanical cleaning methods
K9-C,2004,-38,-7,Level 2,56,155,81,82,80,Mechanical cleaning methods
L10-M,2017,-13,-16,Row A,39,170,100,154,81,Mechanical cleaning methods
K9-C,2014,-33,-29,Row 5,23,27,74,33,74,Ultrasonic cleaning
G14-A,2009,-39,-41,Level 3,53,141,68,195,84,Mechanical cleaning methods
K2-A,2007,-29,-29,Row B,7,135,56,186,56,Mechanical cleaning methods
G17-AP,2016,-40,-34,Conductors,16,35,95,84,70,High-pressure water jetting
D15-A,2004,-18,0,Level 2,27,30,81,78,9,High-pressure water jetting
K2-A,2013,-15,-10,Row C,15,81,27,147,88,Mechanical cleaning methods
K12-A,2017,-29,-37,Level 2,93,173,68,180,90,Mechanical cleaning methods
L10-AR,2005,-40,-11,Level 2 ,12,232,76,122,76,Mechanical cleaning methods
G16-A,2003,-31,-13,Level 1,99,36,84,48,74,Mechanical cleaning methods
L10-E,2013,-16,-42,Caissons,5,205,53,3,53,Mechanical cleaning methods
L10-BB,2014,-13,-27,Level 2 ,15,90,14,67,83,Mechanical cleaning methods
D15-A,2015,-16,-32,Level 2 ,24,161,89,13,79,Mechanical cleaning methods
L10-AP,2013,-32,-40,Row 1-2,4,0,24,179,81,High-pressure water jetting
K12-G,1999,-17,-31,Row C,85,205,78,167,79,Mechanical cleaning methods
D15-A,2002,-19,-42,Rows and Elevations,85,156,83,179,85,Mechanical cleaning methods
L10-E,2001,-27,-29,Row 1-2,69,62,32,143,69,Mechanical cleaning methods
K9-C,2004,-39,-24,Row 1-2,80,70,58,82,80,Mechanical cleaning methods
E17-A,2015,-19,-34,Rows and Elevations,17,146,18,176,18,Mechanical cleaning methods
L10-L,2015,-29,-34,Row E,22,63,14,119,22,Mechanical cleaning methods
K12-A,2016,-8,-4,Rows and Elevations,25,27,50,63,11,High-pressure water jetting
L10-F,2013,-30,-32,Level 2,56,14,87,25,87,High-pressure water jetting
G16-A,2001,-7,-32,Row E,84,21,41,158,83,High-pressure water jetting
L10-L,1999,-41,-24,Level 2 ,77,157,60,152,77,Mechanical cleaning methods
L10-B,2010,-31,-41,Level 3,3,15,91,191,85,High-pressure water jetting
K12-BP,2013,-6,-29,Row 1,1,44,26,110,79,High-pressure water jetting
L10-AD,2004,-42,-39,Row 2-3,21,105,45,13,18,Mechanical cleaning methods
K12-A,2000,-7,4,Row 2-3,12,137,87,115,5,Mechanical cleaning methods
L10-AR,2016,-38,-7,Level 1 ,4,11,67,52,91,High-pressure water jetting
K12-BP,2008,-38,-27,Row 5,95,250,99,0,90,Mechanical cleaning methods
L10-F,1999,-32,-16,Level 1,78,138,83,83,78,Mechanical cleaning methods
L10-M,2015,-34,-24,Level 2 ,84,8,77,128,84,High-pressure water jetting
L10-BB,2005,-8,-16,Level 3,42,27,19,16,90,Ultrasonic cleaning
K12-BP,2011,-26,-10,Row 4,22,148,77,119,78,Mechanical cleaning methods
L5-A,2004,-17,-29,Level 2 ,81,6,97,54,88,High-pressure water jetting
L10-M,2007,-32,-4,Row 4,26,247,76,138,82,Mechanical cleaning methods
L10-BB,2017,-27,0,Level 1 ,11,70,11,165,77,Mechanical cleaning methods
D15-A,2005,-15,-11,Row 3-1,25,18,57,73,84,High-pressure water jetting
K2-A,2008,-24,-40,Row 3,49,91,14,178,49,Mechanical cleaning methods
K12-CC,2008,-31,-14,Risers,42,164,63,104,73,Mechanical cleaning methods
L10-AD,2006,-16,-27,Level 1 ,98,3,51,31,75,Mechanical cleaning methods
L10-E,2012,-12,-17,Row 5,44,51,33,147,87,High-pressure water jetting
L10-D,2003,-33,-34,Row 4,38,9,13,123,38,High-pressure water jetting
K12-BD,2017,-10,-37,Caissons,13,46,73,86,78,High-pressure water jetting
L10-D,2007,-15,-31,Row A,64,24,91,50,81,High-pressure water jetting
L10-G,2005,0,-8,Caissons,17,9,84,46,6,High-pressure water jetting
L10-D,1999,-26,-8,Level 3,80,15,84,170,83,High-pressure water jetting
K12-C,2001,-9,-24,Row 3-1,14,97,15,177,82,Mechanical cleaning methods
G17-A,2005,-24,-34,Row D,91,74,98,99,90,Mechanical cleaning methods
L10-E,2007,-41,-11,Row 3,89,12,8,133,89,Mechanical cleaning methods
K9-A,2012,-13,-6,Row 1,30,6,40,121,7,High-pressure water jetting
L10-D,2006,-30,-13,Row 1-2,77,30,79,32,82,High-pressure water jetting
L10-L,2003,-11,-14,Row 4,83,229,26,160,75,Mechanical cleaning methods
K12-BP,2012,-34,-14,Level 1 ,10,14,25,133,84,High-pressure water jetting
L10-G,2013,-31,-18,Row 2-3,62,118,1,116,62,Mechanical cleaning methods
L10-BB,2006,-6,-8,Row 3-1,4,93,89,77,9,Mechanical cleaning methods
G17-AP,2010,-17,-29,Row B,42,118,22,192,78,Mechanical cleaning methods
L10-AP,2000,0,-17,Row 5,8,116,98,123,6,Mechanical cleaning methods
K2-A,2017,-9,-42,Rows and Elevations,54,127,65,192,65,Mechanical cleaning methods
K9-B,2017,-42,-33,Rows and Elevations,95,164,19,158,77,Mechanical cleaning methods
K12-D,2002,-40,-16,Row C,36,10,0,198,36,High-pressure water jetting
L10-AR,2017,-33,-24,Level 1 ,21,1,63,102,63,High-pressure water jetting
L10-BB,2003,-39,-30,Risers,43,157,46,95,46,Mechanical cleaning methods
L10-M,2014,-18,0,Level 1,14,168,59,100,7,Mechanical cleaning methods
K12-A,2014,-15,-7,Risers,73,220,0,180,81,Mechanical cleaning methods
K12-A,2004,-6,-10,Level 3,7,236,91,5,7,Mechanical cleaning methods
K12-C,1999,-24,-40,Rows and Elevations,86,136,93,173,90,Mechanical cleaning methods
L10-AP,2013,-30,-39,Level 1,81,191,82,193,82,Mechanical cleaning methods
L10-EE,2009,-7,-13,Row 5,95,9,81,139,7,Mechanical cleaning methods
L10-AP,2017,-42,-19,Row C,42,215,85,147,85,Mechanical cleaning methods
K12-CC,2010,-16,-29,Row 3-1,17,227,96,122,88,Mechanical cleaning methods
G14-B,2004,-26,-37,Row 2,28,155,50,130,50,Mechanical cleaning methods
K12-BD,2003,-6,-40,Row C,15,163,3,8,72,Mechanical cleaning methods
L10-M,2006,-33,-6,Level 3,44,46,96,180,83,High-pressure water jetting
L10-AP,2005,-34,-37,Row B,5,9,97,161,89,High-pressure water jetting
L10-B,2012,-19,-14,Level 2,37,133,92,180,78,Mechanical cleaning methods
K9-B,2014,-10,-8,Rows and Elevations,32,99,10,86,8,Mechanical cleaning methods
L10-C,2010,-9,-6,Row A,8,170,92,140,6,Mechanical cleaning methods
L10-E,2001,-37,-39,Level 1,75,175,1,85,73,Mechanical cleaning methods
L10-AD,2005,-16,-10,Row B,14,38,78,139,91,High-pressure water jetting
E17-A,2008,-24,-33,Row D,22,145,100,42,90,Mechanical cleaning methods
G17-A,2003,-37,-4,Row 2-3,28,51,21,2,84,Laser cleaning
L10-G,2003,-12,-26,Row B,25,10,91,120,74,High-pressure water jetting
G17-AP,2006,-6,-24,Level 1,56,78,7,74,77,Mechanical cleaning methods
L10-AP,2000,-37,-41,Rows and Elevations,31,29,40,179,83,High-pressure water jetting
K12-BP,2015,-12,-29,Level 2,36,231,77,2,77,Mechanical cleaning methods
L10-AD,2011,0,0,Row C,41,197,38,141,8,Mechanical cleaning methods
L10-EE,2014,-16,-27,Rows and Elevations,32,203,82,82,70,Mechanical cleaning methods
L10-E,2004,-31,-42,Caissons,10,3,32,104,76,High-pressure water jetting
L10-E,2003,-38,-8,Row A,30,34,46,168,80,High-pressure water jetting
L10-M,2004,-7,-40,Level 2 ,41,31,56,69,90,High-pressure water jetting
L10-AC,2013,0,-34,Row A,56,115,73,111,88,Mechanical cleaning methods
L10-F,2002,-15,-13,Level 2,74,30,45,179,75,High-pressure water jetting
L10-AC,2004,-14,-26,Risers,17,40,54,150,71,High-pressure water jetting
L10-BB,2004,-15,-8,Level 1,61,156,12,127,71,Mechanical cleaning methods
L10-E,2005,-32,-19,Row 2-3,26,88,82,137,82,Mechanical cleaning methods
K12-BP,2015,-41,-15,Level 3,53,238,74,98,74,Mechanical cleaning methods
K2-A,2004,3,-26,Level 2 ,19,15,9,84,77,High-pressure water jetting
K12-CC,2003,-33,-24,Row C,42,72,77,32,77,Mechanical cleaning methods
K12-A,2008,-38,-39,Level 3,48,9,13,89,71,High-pressure water jetting
K12-D,2004,-6,-10,Row 5,41,59,75,192,10,High-pressure water jetting
K12-G,2017,-38,-34,Row 3,7,248,60,114,87,Mechanical cleaning methods
K12-K,2009,-24,-32,Row 1,59,114,43,22,59,Mechanical cleaning methods
K9-B,2003,-11,-26,Rows and Elevations,63,245,84,169,90,Mechanical cleaning methods
L10-AD,2015,-42,-39,Level 1,16,16,7,25,16,Ultrasonic cleaning
L10-AC,2004,-34,-33,Row 1,72,173,93,36,90,Mechanical cleaning methods
L5-A,2006,-26,-18,Row 4,39,11,39,68,91,High-pressure water jetting
K9-A,2009,3,-9,Row A,78,249,6,55,9,Mechanical cleaning methods
L10-BB,2005,-33,-10,Row 3,30,76,26,20,89,Mechanical cleaning methods
G14-A,2015,-7,-41,Row A,36,131,78,189,91,Mechanical cleaning methods
K9-B,2004,-18,-4,Level 1,24,69,85,58,85,Mechanical cleaning methods
K2-A,2001,-32,-19,Row 1,26,92,5,166,26,Mechanical cleaning methods
K9-B,2000,-42,-17,Row 5,32,222,52,135,52,Mechanical cleaning methods
L5-A,2016,-29,-4,Row C,21,239,25,190,77,Mechanical cleaning methods
L10-L,2006,0,-10,Row 1-2,14,208,77,129,5,Mechanical cleaning methods
L10-L,2014,-37,-33,Row B,3,9,37,133,37,High-pressure water jetting
L10-B,2002,-13,-32,Row 1-2,44,127,21,92,79,Mechanical cleaning methods
L10-M,2012,-14,-6,Conductors,70,96,81,190,10,Mechanical cleaning methods
G17-A,2003,-13,-11,Row 4,100,23,95,2,86,Mechanical cleaning methods
K12-K,1999,-42,-12,Row E,37,71,61,77,61,Mechanical cleaning methods
K12-CC,2000,-42,-13,Risers,56,15,40,143,56,High-pressure water jetting
K12-K,2004,-13,-40,Level 2,8,190,98,119,90,Mechanical cleaning methods
L10-F,2006,-32,-26,Conductors,68,119,8,114,68,Mechanical cleaning methods
L10-BB,2006,-8,-31,Row 1-2,61,157,40,137,73,Mechanical cleaning methods
L10-B,2008,-18,-29,Row 2,67,181,1,76,90,Mechanical cleaning methods
K12-BP,2006,-19,-12,Level 1,81,27,22,54,79,High-pressure water jetting
L10-AC,2004,-13,-13,Level 1 ,31,202,18,39,74,Mechanical cleaning methods
K12-C,2017,-7,-19,Risers,3,0,86,150,75,High-pressure water jetting
G17-A,2017,-24,-33,Risers,18,145,52,142,52,Mechanical cleaning methods
G14-B,2004,-34,-24,Rows and Elevations,30,238,82,25,82,Mechanical cleaning methods
K12-BD,2010,-42,-18,Row 2-3,73,52,11,142,73,High-pressure water jetting
E17-A,2013,-17,-41,Caissons,18,82,59,197,59,Mechanical cleaning methods
K12-D,2001,-16,4,Level 1 ,31,7,12,124,10,High-pressure water jetting
K12-BP,2007,-32,-10,Row 2-3,92,189,81,58,77,Mechanical cleaning methods
K12-BP,2012,-39,-7,Row 5,36,86,98,92,87,Mechanical cleaning methods
L10-L,2007,-7,-42,Row A,47,79,73,136,73,Mechanical cleaning methods
L10-D,2005,-18,-31,Level 1 ,10,228,85,97,85,Mechanical cleaning methods
K12-G,2004,-33,-17,Row 2,75,95,100,63,90,Mechanical cleaning methods
L10-C,2004,-40,-12,Risers,52,10,5,77,52,High-pressure water jetting
G17-AP,2006,-42,-38,Level 2,68,36,19,56,81,High-pressure water jetting
K12-BD,2013,-14,-27,Row B,2,18,82,130,85,High-pressure water jetting
K9-C,2007,-30,-13,Level 2 ,45,26,93,192,83,High-pressure water jetting
L10-AP,2009,-11,-40,Row 3-1,6,202,22,68,22,Mechanical cleaning methods
L10-D,2001,-24,-39,Rows and Elevations,25,13,7,117,25,High-pressure water jetting
G17-AP,2000,-19,-7,Level 2,32,53,1,189,89,High-pressure water jetting
G17-A,2015,-24,-39,Conductors,19,245,4,94,19,Mechanical cleaning methods
K12-D,2007,-6,-32,Level 3,8,24,95,179,86,High-pressure water jetting
G17-A,2000,-9,-32,Row 2-3,78,43,99,162,83,High-pressure water jetting
L5-A,2010,-31,-19,Row 2,90,15,3,178,90,Mechanical cleaning methods
L10-D,1999,-9,-29,Row 1,12,71,81,142,78,Mechanical cleaning methods
K12-A,2017,-9,-12,Risers,94,237,23,94,75,Mechanical cleaning methods
K12-K,2000,-18,-38,Rows and Elevations,10,43,78,100,78,High-pressure water jetting
G14-B,2005,-13,-9,Level 2 ,43,13,95,103,72,High-pressure water jetting
G14-B,2014,-24,-38,Row 3,73,19,16,139,73,High-pressure water jetting
L10-G,1999,-12,-17,Row 2,35,218,15,140,89,Mechanical cleaning methods
L10-BB,2004,-16,-7,Level 1 ,46,230,83,139,74,Mechanical cleaning methods
G16-A,1999,-24,-19,Level 3,61,218,73,48,81,Mechanical cleaning methods
D15-A,2010,-29,-19,Level 1 ,9,197,87,139,90,Mechanical cleaning methods
L10-AD,2015,-16,-38,Conductors,96,28,90,22,90,Mechanical cleaning methods
K12-A,2004,-8,-18,Row C,47,12,72,168,75,High-pressure water jetting
K12-BP,2003,-31,-19,Row C,40,157,10,127,40,Mechanical cleaning methods
L10-L,2008,0,-32,Rows and Elevations,37,223,38,184,83,Mechanical cleaning methods
K9-C,2002,-17,-7,Row E,7,125,99,163,76,Mechanical cleaning methods
K9-C,2016,-29,-12,Row 2,10,31,61,181,89,High-pressure water jetting
K12-CC,2013,-12,-4,Row 3-1,93,174,87,54,7,Mechanical cleaning methods
L10-M,2015,-29,-40,Row D,14,147,61,123,61,Mechanical cleaning methods
K2-A,2017,-33,-16,Risers,88,63,35,111,88,Mechanical cleaning methods
K12-A,2006,-13,-9,Row D,92,5,6,98,80,Mechanical cleaning methods
G17-A,2006,-17,-14,Row 1,71,31,82,186,88,High-pressure water jetting
K9-B,2016,-42,-41,Row A,15,212,67,182,67,Mechanical cleaning methods
K12-A,2003,-39,-32,Row 5,43,223,85,145,83,Mechanical cleaning methods
G16-A,2009,-30,-17,Level 3,40,20,100,84,89,High-pressure water jetting
K12-D,2015,3,-19,Row A,40,28,55,109,5,High-pressure water jetting
K9-C,2002,-34,-7,Conductors,15,201,83,7,80,Mechanical cleaning methods
L5-A,2008,-38,-14,Conductors,15,129,60,5,60,Mechanical cleaning methods
G14-B,2003,-14,-7,Row 3,44,239,27,44,79,Mechanical cleaning methods
L10-F,2003,-39,-8,Level 2,11,155,9,22,82,Mechanical cleaning methods
L10-G,2005,-16,-37,Row C,29,92,39,177,39,Mechanical cleaning methods
L10-AP,2007,-14,-24,Row 4,13,134,59,95,87,Mechanical cleaning methods
K12-A,2011,-27,-37,Row 1-2,97,1,78,80,90,Mechanical cleaning methods
L10-F,2017,-41,-12,Rows and Elevations,60,45,100,88,90,High-pressure water jetting
L10-AD,2016,0,-13,Level 2,72,196,42,68,10,Mechanical cleaning methods
K12-A,2001,-11,-42,Row C,31,42,18,177,31,High-pressure water jetting
L10-AC,2011,-30,-27,Level 2 ,1,98,91,116,90,Mechanical cleaning methods
K12-CC,2005,-7,-10,Caissons,2,185,33,84,7,Mechanical cleaning methods
G17-A,2007,-38,-7,Row 2-3,45,140,34,100,79,Mechanical cleaning methods
K9-C,2004,-34,-11,Risers,39,2,82,122,87,High-pressure water jetting
G17-A,2004,-8,-19,Row 2-3,9,130,1,34,78,Mechanical cleaning methods
L10-G,2009,-10,-8,Level 1,19,60,82,117,10,Mechanical cleaning methods
L10-C,2003,-11,-26,Level 1,41,54,37,119,88,High-pressure water jetting
L10-E,2009,0,-9,Level 1,88,4,65,113,9,Mechanical cleaning methods
L10-AP,2005,-13,-7,Row B,40,80,93,159,5,Mechanical cleaning methods
K12-BP,2007,-24,4,Risers,3,16,41,181,9,High-pressure water jetting
L10-G,2003,-4,-31,Row D,72,179,40,99,86,Mechanical cleaning methods
L10-D,2011,-34,-41,Row B,21,17,40,182,70,High-pressure water jetting
G17-A,2007,-37,-13,Conductors,21,173,14,127,21,Mechanical cleaning methods
L10-C,2011,-16,-34,Row 1,54,155,65,94,65,Mechanical cleaning methods
G17-AP,2013,-6,-4,Level 1,55,10,81,7,5,High-pressure water jetting
K12-BP,2003,-34,-31,Row C,19,176,27,136,27,Mechanical cleaning methods
K9-B,2001,-31,-39,Row B,66,7,17,196,66,High-pressure water jetting
K12-BP,2004,-4,-31,Row 2,13,244,54,193,89,Mechanical cleaning methods
G16-A,2014,-11,-42,Row 4,3,169,87,100,87,Mechanical cleaning methods
E17-A,2001,-24,-16,Row C,15,52,21,110,78,High-pressure water jetting
L10-B,2004,-13,-13,Level 2,2,45,78,33,74,High-pressure water jetting
L10-AC,2014,3,-33,Level 1,45,166,24,3,77,Mechanical cleaning methods
E17-A,2000,0,-30,Row 2-3,24,116,62,16,77,Mechanical cleaning methods
K9-C,2012,-41,-37,Level 2 ,13,163,76,186,84,Mechanical cleaning methods
K12-BD,2015,-30,-6,Row 1-2,34,32,51,186,84,High-pressure water jetting
G14-B,2011,-27,-9,Row 1,94,52,98,104,74,Mechanical cleaning methods
L10-BB,2013,-10,-13,Row A,21,41,96,138,79,High-pressure water jetting
E17-A,2004,-31,-14,Level 3,48,249,75,92,77,Mechanical cleaning methods
K12-D,2006,-37,-12,Row E,98,27,59,22,90,Mechanical cleaning methods
L10-L,2014,-27,-12,Row 3,20,28,21,180,85,High-pressure water jetting
G14-A,2005,-39,-41,Row 1-2,76,225,46,114,87,Mechanical cleaning methods
L10-G,2012,-15,-9,Row 5,38,203,82,153,85,Mechanical cleaning methods
G17-AP,2005,-38,-11,Row 3-1,66,1,31,106,66,High-pressure water jetting
K9-C,2008,-26,4,Row 3,27,30,67,107,83,High-pressure water jetting
L10-BB,2012,-41,-40,Row 1,19,27,13,77,19,High-pressure water jetting
G16-A,2007,-34,-38,Level 2 ,80,13,99,109,91,High-pressure water jetting
G17-AP,1999,-24,-4,Caissons,3,46,80,185,74,High-pressure water jetting
E17-A,2004,-30,-33,Row B,31,18,11,190,31,High-pressure water jetting
K9-C,2002,-38,0,Row 2-3,51,4,44,134,88,High-pressure water jetting
D15-A,2017,-12,-11,Row 5,21,166,52,53,72,Mechanical cleaning methods
L10-B,2000,-10,-33,Level 1,65,221,80,36,79,Mechanical cleaning methods
K12-A,2007,-31,-18,Rows and Elevations,80,152,61,181,80,Mechanical cleaning methods
K12-A,2016,-38,-19,Row B,61,105,54,199,61,Mechanical cleaning methods
L10-E,1999,-10,-13,Level 3,64,94,21,136,85,Mechanical cleaning methods
K12-BP,2001,-37,-40,Row 1-2,30,3,54,20,74,Ultrasonic cleaning
G17-AP,2014,-9,-32,Row E,35,121,65,120,87,Mechanical cleaning methods
K9-A,2012,-7,-39,Row 2,16,125,90,117,87,Mechanical cleaning methods
G17-A,2013,-37,-14,Rows and Elevations,4,58,22,156,22,High-pressure water jetting
G14-A,2017,-39,-19,Level 3,43,165,72,144,72,Mechanical cleaning methods
D15-A,2007,-31,-41,Row 3-1,41,40,72,192,88,High-pressure water jetting
K12-G,2011,3,-40,Level 3,97,135,66,17,87,Mechanical cleaning methods
K12-A,1999,-8,4,Level 1 ,96,11,90,171,7,Mechanical cleaning methods
K12-G,2010,-6,-34,Row 2-3,94,4,32,175,76,Mechanical cleaning methods
L10-G,2011,-8,-10,Row D,56,203,40,166,9,Mechanical cleaning methods
L10-AD,2000,-13,-15,Row 3,87,206,66,7,79,Mechanical cleaning methods
L10-AD,2010,-12,-13,Risers,33,147,76,84,90,Mechanical cleaning methods
L10-C,2011,-7,-42,Row D,22,26,41,9,41,Ultrasonic cleaning
L10-AC,2011,-14,-32,Row 1-2,9,234,43,115,83,Mechanical cleaning methods
K9-A,2015,-7,-41,Level 1,89,0,66,58,73,Mechanical cleaning methods
L10-EE,2006,-18,-8,Row D,79,103,92,112,74,Mechanical cleaning methods
L10-L,2007,-42,-9,Row 5,55,184,10,147,55,Mechanical cleaning methods
L10-BB,2003,0,-11,Row E,3,205,60,78,9,Mechanical cleaning methods
L10-E,2011,-26,-30,Row 3,100,41,64,88,90,Mechanical cleaning methods
K9-A,2002,-9,-17,Caissons,75,97,85,83,70,Mechanical cleaning methods
L5-A,2009,0,0,Level 1,79,93,32,164,11,Mechanical cleaning methods
L10-L,2004,-30,-39,Row 1,36,40,13,139,36,High-pressure water jetting
G17-AP,2015,-39,-18,Row 4,27,108,11,116,27,Mechanical cleaning methods
K9-B,2012,-18,-10,Row 1,31,193,96,34,90,Mechanical cleaning methods
L10-BB,1999,-10,-29,Row 3,0,49,15,195,70,High-pressure water jetting
L10-C,2007,-40,-32,Risers,16,232,89,95,71,Mechanical cleaning methods
L10-AR,2006,-14,4,Level 1 ,71,14,10,97,7,High-pressure water jetting
L10-D,2003,-14,-30,Row 3,91,35,23,137,85,Mechanical cleaning methods
K9-A,2008,-33,-14,Row 3-1,29,11,60,120,71,High-pressure water jetting
L10-EE,2012,-30,-17,Row 3,3,192,89,194,83,Mechanical cleaning methods
K12-BP,2016,-39,-10,Row A,13,63,35,131,35,Mechanical cleaning methods
K12-C,2011,-29,-38,Level 2,7,183,58,140,58,Mechanical cleaning methods
L10-M,2005,-39,-12,Row 4,14,226,31,143,31,Mechanical cleaning methods
G14-B,2011,-24,-4,Row 1,36,163,98,147,84,Mechanical cleaning methods
L10-G,2013,-34,-39,Row C,18,96,77,64,88,Mechanical cleaning methods
G14-A,1999,-27,-10,Row 2,74,37,63,164,89,High-pressure water jetting
L10-E,2008,-18,-18,Level 1,6,6,93,153,70,High-pressure water jetting
L10-D,2015,-16,-9,Row C,25,22,63,193,81,High-pressure water jetting
K2-A,2010,-17,-26,Level 3,47,148,50,147,84,Mechanical cleaning methods
K12-G,2003,-32,-10,Row C,9,28,51,196,75,High-pressure water jetting
L10-AC,2001,-10,-19,Level 3,45,8,87,64,82,High-pressure water jetting
G14-A,2009,-41,-12,Row E,37,3,83,152,83,High-pressure water jetting
G17-A,2009,-40,-12,Row 5,9,194,6,45,9,Mechanical cleaning methods
L10-AR,2016,-29,-12,Row 2-3,46,29,93,107,80,High-pressure water jetting
L10-BB,2016,-27,-17,Rows and Elevations,43,165,80,190,85,Mechanical cleaning methods
L10-AR,2017,-41,-38,Row 1,31,12,24,102,83,High-pressure water jetting
K9-C,2004,-41,-13,Row 3,86,43,90,158,90,Mechanical cleaning methods
K9-C,2015,-41,-9,Row 1-2,96,87,47,136,90,Mechanical cleaning methods
K12-A,2005,-14,-39,Level 1,11,11,98,92,90,High-pressure water jetting
L10-AC,2004,-13,4,Rows and Elevations,47,49,78,109,8,High-pressure water jetting
L10-D,2005,-31,-13,Conductors,2,84,10,131,73,Mechanical cleaning methods
K12-BP,2009,-26,-39,Row A,54,153,94,73,90,Mechanical cleaning methods
G14-A,2002,-30,-10,Row C,0,52,29,116,71,High-pressure water jetting
L10-AR,2017,0,-39,Row 1-2,26,114,88,190,90,Mechanical cleaning methods
K12-G,2004,-8,-4,Row 2-3,28,66,46,179,9,Mechanical cleaning methods
G17-AP,2016,-14,-7,Level 3,10,3,93,90,91,High-pressure water jetting
L10-EE,2005,-11,-16,Level 1,45,2,50,21,71,Ultrasonic cleaning
G17-A,2017,-8,-40,Row 4,0,17,68,96,74,High-pressure water jetting
K12-A,2009,-29,-33,Row A,35,214,77,107,77,Mechanical cleaning methods
L10-AC,2007,-26,-19,Row C,97,181,50,98,85,Mechanical cleaning methods
L10-AD,2012,-33,-18,Row 1-2,0,30,99,33,90,High-pressure water jetting
K12-BP,2012,-8,-11,Row 2,16,22,31,168,7,High-pressure water jetting
L5-A,2006,-39,-13,Row A,96,115,46,31,90,Mechanical cleaning methods
E17-A,2002,-26,-33,Row 2,36,40,48,14,48,Laser cleaning
L10-EE,2003,-11,-8,Level 2 ,51,28,10,173,5,High-pressure water jetting
K2-A,2005,-30,-9,Conductors,12,96,31,134,73,Mechanical cleaning methods
K12-D,2005,-27,-34,Rows and Elevations,16,47,98,153,90,High-pressure water jetting
E17-A,2005,-9,4,Level 1 ,76,250,37,194,8,Mechanical cleaning methods
K12-CC,2003,-9,-10,Row 3-1,12,232,28,188,8,Mechanical cleaning methods
K12-D,1999,-39,-34,Row 4,21,20,91,80,90,High-pressure water jetting
L10-L,2014,-15,-30,Level 1,32,13,59,58,70,High-pressure water jetting
L10-AD,2009,-38,-41,Row D,10,19,51,122,78,High-pressure water jetting
D15-A,2016,-40,-16,Level 2 ,95,63,15,146,90,Mechanical cleaning methods
L10-AP,2001,-34,-19,Row C,19,111,57,165,57,Mechanical cleaning methods
K9-B,2001,-32,-34,Rows and Elevations,99,70,0,167,90,Mechanical cleaning methods
G14-A,2006,-31,-14,Row 1,37,14,8,102,82,High-pressure water jetting
L10-AD,2017,0,-24,Row 3,30,17,3,194,72,High-pressure water jetting
K12-A,2014,0,-6,Row 4,18,2,43,158,5,High-pressure water jetting
L10-C,2010,-8,-31,Level 1,22,46,73,22,88,Laser cleaning
K12-G,2010,-10,-9,Row 1,32,172,8,86,6,Mechanical cleaning methods
