platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
K12-C,2017,0,-37,Row A,76,243,14,39,89,Mechanical cleaning methods
L10-E,2003,0,0,Row 3-1,5,221,61,95,11,Mechanical cleaning methods
L10-C,2017,3,-24,Row D,48,70,38,157,72,Mechanical cleaning methods
L10-BB,2006,-17,-13,Risers,31,156,60,157,74,Mechanical cleaning methods
K2-A,2001,-14,-16,Level 1,47,27,45,100,86,High-pressure water jetting
L10-G,2002,-30,-38,Row 3,17,44,14,112,17,High-pressure water jetting
G14-A,2010,-33,-16,Row C,61,223,4,121,61,Mechanical cleaning methods
L10-AP,2006,-32,-9,Row 3-1,92,104,0,91,70,Mechanical cleaning methods
K12-CC,2008,-19,-10,Rows and Elevations,62,91,26,172,73,Mechanical cleaning methods
L10-B,2005,-37,-4,Row 5,15,40,34,171,80,High-pressure water jetting
L10-G,2016,3,0,Row E,24,247,21,99,72,Mechanical cleaning methods
L10-AP,2016,-9,-24,Level 1,78,122,12,182,91,Mechanical cleaning methods
K12-K,2012,-32,-27,Level 2,94,66,1,98,90,Mechanical cleaning methods
K2-A,2012,-32,-33,Conductors,16,19,21,196,21,High-pressure water jetting
L5-A,2017,-7,-33,Rows and Elevations,81,112,9,112,89,Mechanical cleaning methods
L10-M,1999,-14,-32,Row 3,78,41,5,134,74,Mechanical cleaning methods
L10-L,2013,-11,-37,Row 2-3,92,174,6,61,85,Mechanical cleaning methods
D15-A,2008,-17,-12,Row 3-1,25,207,49,30,87,Mechanical cleaning methods
G17-AP,2002,-8,-24,Level 3,54,217,31,61,85,Mechanical cleaning methods
G16-A,2003,-13,-27,Row D,44,158,29,194,72,Mechanical cleaning methods
L10-AR,2011,0,-17,Level 2,15,171,73,136,5,Mechanical cleaning methods
L5-A,2004,-40,-39,Level 2 ,1,100,50,119,72,Mechanical cleaning methods
L10-AD,2006,-31,-33,Level 1 ,43,87,49,5,49,Mechanical cleaning methods
L10-C,2007,-9,-17,Row 2-3,81,32,13,198,77,Mechanical cleaning methods
G16-A,2017,3,-18,Rows and Elevations,72,152,3,62,6,Mechanical cleaning methods
K12-CC,2012,-19,-9,Level 1 ,8,20,12,169,79,High-pressure water jetting
L10-D,2002,3,-27,Row 1-2,67,142,9,117,79,Mechanical cleaning methods
K12-BD,2013,0,-13,Row 1-2,60,100,39,94,5,Mechanical cleaning methods
L10-AC,2000,-37,-15,Row E,35,83,23,137,35,Mechanical cleaning methods
K12-BP,2000,-32,-27,Row A,98,52,1,94,90,Mechanical cleaning methods
K9-B,2003,-26,-11,Row 3-1,1,79,80,56,81,Mechanical cleaning methods
L10-D,2017,-24,-14,Caissons,16,189,29,195,91,Mechanical cleaning methods
L10-L,2004,-42,-24,Row A,33,30,0,190,33,High-pressure water jetting
K12-C,2008,-29,-39,Row E,4,234,7,62,7,Mechanical cleaning methods
L10-EE,2017,-8,-24,Level 1 ,44,134,29,118,72,Mechanical cleaning methods
K12-A,2002,-4,-13,Row 3,85,52,10,189,8,Mechanical cleaning methods
K2-A,2002,-37,-17,Level 1,66,48,34,183,66,High-pressure water jetting
K12-A,2002,-33,-34,Rows and Elevations,39,214,34,73,39,Mechanical cleaning methods
G16-A,2017,-18,-33,Conductors,25,154,22,80,25,Mechanical cleaning methods
L10-BB,2011,-40,-7,Row 1,62,207,7,184,89,Mechanical cleaning methods
L10-BB,2017,-15,-38,Row 2-3,24,67,64,10,64,Mechanical cleaning methods
L10-BB,2008,-29,-14,Row 5,94,207,0,101,72,Mechanical cleaning methods
K12-K,2003,-30,-38,Row 5,69,40,27,175,69,High-pressure water jetting
E17-A,2005,-16,-39,Row 1,73,95,17,30,73,Mechanical cleaning methods
K12-CC,1999,-27,-26,Level 1,0,231,37,20,37,Mechanical cleaning methods
K12-G,2017,-29,-38,Level 3,12,241,83,162,83,Mechanical cleaning methods
K2-A,2016,-11,-39,Rows and Elevations,24,145,25,8,25,Mechanical cleaning methods
G17-A,1999,-29,-16,Rows and Elevations,47,67,0,22,75,Mechanical cleaning methods
L10-B,2016,0,-39,Level 1 ,8,171,49,35,80,Mechanical cleaning methods
K9-B,2001,-13,-42,Row D,27,74,25,155,27,Mechanical cleaning methods
K12-C,2003,-33,-9,Level 3,20,127,47,148,75,Mechanical cleaning methods
L10-E,2016,-13,-26,Row 3,4,65,2,129,90,Mechanical cleaning methods
D15-A,2003,-19,-29,Row E,99,166,0,150,72,Mechanical cleaning methods
L10-E,2016,-14,-9,Level 2,77,21,13,197,76,Mechanical cleaning methods
K9-C,2007,-30,-29,Level 1 ,92,192,2,110,90,Mechanical cleaning methods
K12-G,2011,-31,-6,Row 1-2,40,217,2,70,90,Mechanical cleaning methods
K12-A,2004,-27,-27,Level 2 ,74,1,24,62,74,High-pressure water jetting
L10-BB,2000,-10,-10,Row 1-2,49,85,35,167,6,Mechanical cleaning methods
K9-A,2007,-37,4,Row E,82,206,12,81,76,Mechanical cleaning methods
K2-A,2016,-31,-40,Caissons,43,131,14,174,91,Mechanical cleaning methods
L10-AD,2006,-27,-31,Row A,18,127,23,2,23,Mechanical cleaning methods
L10-B,2017,-29,-38,Row 5,51,240,19,44,51,Mechanical cleaning methods
L10-D,2003,-13,-6,Risers,47,172,42,116,11,Mechanical cleaning methods
L10-F,2005,-27,-19,Row B,4,97,88,27,73,Mechanical cleaning methods
G17-A,2002,-42,-16,Row 1,94,170,0,62,90,Mechanical cleaning methods
L10-AC,2016,-8,-32,Row 1,64,102,18,131,86,Mechanical cleaning methods
G17-AP,2006,-7,-38,Row D,85,49,6,154,83,Mechanical cleaning methods
G17-A,2015,-39,-4,Row 3-1,92,121,5,38,79,Mechanical cleaning methods
L10-AR,2002,-18,-38,Row 1,92,168,6,150,90,Mechanical cleaning methods
G17-A,2003,-12,-39,Level 1,73,210,22,83,73,Mechanical cleaning methods
K12-BD,2013,-26,-13,Level 1 ,59,74,9,2,91,Mechanical cleaning methods
K12-BP,2003,-13,-40,Level 2 ,68,188,29,127,68,Mechanical cleaning methods
E17-A,2013,-17,-40,Level 3,1,43,39,7,39,Laser cleaning
K12-K,2015,3,-38,Risers,34,5,30,52,89,High-pressure water jetting
G16-A,2011,-10,-8,Row 1,81,43,19,5,8,Mechanical cleaning methods
L10-E,2013,-34,-27,Level 2,94,129,5,135,90,Mechanical cleaning methods
L10-AD,2009,-34,-11,Row 3-1,31,83,28,119,91,Mechanical cleaning methods
L10-AP,2004,3,0,Row 3-1,19,104,24,21,82,Mechanical cleaning methods
L10-D,2013,-16,-40,Conductors,8,138,81,9,81,Mechanical cleaning methods
K12-A,2001,-34,-4,Row B,48,215,3,141,77,Mechanical cleaning methods
G17-AP,2003,-26,-39,Row 1-2,74,119,22,124,74,Mechanical cleaning methods
L10-G,1999,-8,-42,Risers,95,227,2,12,90,Mechanical cleaning methods
K12-K,2006,-7,-17,Level 1 ,73,231,0,89,74,Mechanical cleaning methods
L10-AC,2003,-24,-8,Row B,99,34,0,18,76,Mechanical cleaning methods
L10-AP,2004,-15,-33,Row 2-3,31,199,49,69,78,Mechanical cleaning methods
K9-B,2011,-24,-16,Row C,13,28,66,162,84,High-pressure water jetting
L10-B,2001,-31,0,Row 1-2,68,15,3,199,77,High-pressure water jetting
L10-EE,2005,-34,-41,Row C,0,63,16,199,80,Mechanical cleaning methods
G17-A,2011,-4,-29,Risers,75,76,21,44,74,Mechanical cleaning methods
L10-EE,2000,-10,-8,Level 1 ,39,0,29,34,7,Ultrasonic cleaning
L10-AR,2012,-29,-37,Row 3,52,148,29,115,52,Mechanical cleaning methods
K12-BD,2009,-11,-18,Risers,4,166,24,183,90,Mechanical cleaning methods
L10-AR,2009,-13,-16,Rows and Elevations,17,165,11,136,86,Mechanical cleaning methods
D15-A,2007,-15,-18,Level 1 ,6,43,53,75,76,High-pressure water jetting
L10-F,2005,-38,-19,Conductors,77,11,0,79,77,Mechanical cleaning methods
D15-A,2007,-32,-19,Row B,12,34,54,102,54,High-pressure water jetting
L10-E,2017,-41,-12,Row 2,96,91,1,140,90,Mechanical cleaning methods
L10-F,2003,-33,-11,Row B,37,245,11,16,85,Mechanical cleaning methods
L5-A,2015,-14,-33,Row 5,72,14,25,122,83,High-pressure water jetting
G14-B,2010,-38,-6,Row 5,55,41,45,49,79,Laser cleaning
L10-E,2009,-34,-9,Row 2,15,127,38,186,83,Mechanical cleaning methods
L10-AD,2015,-18,-13,Risers,91,212,3,15,84,Mechanical cleaning methods
L10-D,2010,-27,-7,Risers,23,193,35,10,86,Mechanical cleaning methods
G14-B,2015,-14,-32,Level 1,47,200,19,150,87,Mechanical cleaning methods
G14-A,2016,-10,-8,Conductors,86,105,12,178,6,Mechanical cleaning methods
L10-AD,2007,-12,-14,Row B,56,201,8,149,87,Mechanical cleaning methods
L10-AD,2008,3,-26,Row 3-1,99,3,0,131,75,Mechanical cleaning methods
K9-B,2001,-34,-17,Risers,46,98,25,9,46,Mechanical cleaning methods
L10-AP,2005,3,-29,Row 2,3,106,9,105,74,Mechanical cleaning methods
L10-G,1999,-33,-31,Row 3-1,75,53,1,95,75,Mechanical cleaning methods
G14-A,2015,-24,-18,Level 3,38,69,52,7,78,Mechanical cleaning methods
K9-A,2013,-7,0,Level 2 ,1,150,1,70,5,Mechanical cleaning methods
G17-AP,2015,-9,-26,Rows and Elevations,18,230,68,83,73,Mechanical cleaning methods
L10-BB,2003,-40,-33,Row 3-1,16,47,31,152,70,High-pressure water jetting
L10-EE,2015,-24,-31,Level 2 ,20,224,48,60,48,Mechanical cleaning methods
L10-EE,2002,-11,-39,Row E,1,67,84,108,84,Mechanical cleaning methods
L10-EE,2010,-4,-33,Row B,37,60,1,24,87,Mechanical cleaning methods
L5-A,2000,-19,-9,Level 2,33,129,37,44,84,Mechanical cleaning methods
K9-A,2013,-17,-37,Level 3,6,204,78,171,78,Mechanical cleaning methods
K9-B,2013,-18,-16,Row C,27,7,23,192,74,High-pressure water jetting
G17-A,2005,-14,-34,Rows and Elevations,56,151,32,6,74,Mechanical cleaning methods
K12-K,2011,-39,-17,Row 1-2,48,21,50,134,50,High-pressure water jetting
K12-A,2001,-42,-39,Row 5,56,248,1,168,41,Mechanical cleaning methods
K12-G,2000,-42,-15,Row E,23,154,21,82,23,Mechanical cleaning methods
G17-A,1999,-17,-7,Rows and Elevations,66,56,7,130,74,Mechanical cleaning methods
G14-A,2014,-4,-7,Caissons,88,111,2,54,10,Mechanical cleaning methods
L10-BB,1999,-38,-15,Row C,9,96,21,32,21,Mechanical cleaning methods
L10-B,2006,-32,-17,Row D,52,76,0,20,52,Mechanical cleaning methods
L10-C,2000,-27,-39,Row 3-1,98,248,1,132,90,Mechanical cleaning methods
G17-A,1999,-15,-10,Conductors,27,88,45,171,78,Mechanical cleaning methods
L10-D,2014,-12,-30,Row 2-3,94,176,6,26,84,Mechanical cleaning methods
L10-AR,2015,-17,-27,Row C,12,17,12,154,75,High-pressure water jetting
L10-M,2010,-26,-37,Row 3,41,98,28,173,41,Mechanical cleaning methods
K12-CC,2007,-16,-41,Conductors,60,38,7,30,60,Laser cleaning
G17-AP,2001,-39,-7,Row 3,43,19,22,180,87,High-pressure water jetting
L10-AC,2009,0,-42,Risers,12,163,70,50,91,Mechanical cleaning methods
K12-C,2015,-7,-26,Level 1 ,95,193,3,132,79,Mechanical cleaning methods
L10-AP,2011,3,-10,Level 3,68,73,13,96,5,Mechanical cleaning methods
L5-A,2007,-24,-4,Row 4,69,127,30,145,78,Mechanical cleaning methods
L10-AR,2000,-17,-15,Row B,15,158,51,125,74,Mechanical cleaning methods
G17-AP,2011,-6,-8,Row 4,46,182,5,54,7,Mechanical cleaning methods
L10-AD,2013,-30,-41,Level 3,4,45,84,79,80,High-pressure water jetting
L10-L,2005,-9,-27,Row 1,86,94,14,37,82,Mechanical cleaning methods
K9-C,2005,-33,-41,Row 5,71,85,6,101,83,Mechanical cleaning methods
K12-K,2015,-24,4,Row B,34,206,25,87,9,Mechanical cleaning methods
K9-C,1999,-42,-17,Row 5,64,134,26,27,64,Mechanical cleaning methods
K9-C,2014,-17,4,Row E,45,43,14,162,11,High-pressure water jetting
G17-AP,2013,-34,-24,Risers,40,92,48,180,48,Mechanical cleaning methods
L10-L,2000,-42,-38,Row 1-2,73,40,13,48,79,Laser cleaning
L10-M,2002,3,-13,Row E,48,37,17,71,8,High-pressure water jetting
K9-B,2002,-39,-30,Row 1,78,80,14,96,78,Mechanical cleaning methods
L10-F,2003,-26,4,Row A,61,36,25,92,87,High-pressure water jetting
K9-C,2004,-19,-34,Row B,71,34,17,57,71,High-pressure water jetting
G14-B,1999,-31,-29,Row C,61,46,16,141,61,High-pressure water jetting
L10-AC,2001,-26,-34,Rows and Elevations,39,213,40,95,40,Mechanical cleaning methods
G17-A,2011,-31,-11,Row 3,61,139,1,42,87,Mechanical cleaning methods
K12-D,2017,-37,-18,Conductors,92,250,5,194,90,Mechanical cleaning methods
E17-A,2001,3,-13,Level 1 ,47,128,48,158,6,Mechanical cleaning methods
L10-L,2012,-6,-26,Level 2 ,22,193,36,112,80,Mechanical cleaning methods
L10-EE,2001,-11,4,Caissons,89,112,1,200,7,Mechanical cleaning methods
L10-L,2004,-19,-15,Level 1 ,59,135,19,79,84,Mechanical cleaning methods
L10-F,2014,-42,-32,Risers,13,41,2,184,90,High-pressure water jetting
K12-BD,2012,-38,-17,Row B,31,148,16,58,31,Mechanical cleaning methods
K2-A,2010,-26,-34,Row 5,35,212,5,0,35,Mechanical cleaning methods
G17-A,2004,-42,-9,Row D,25,75,31,139,31,Mechanical cleaning methods
L5-A,2007,-41,-18,Row 2,93,225,1,3,90,Mechanical cleaning methods
L10-D,2002,-30,-7,Row B,81,33,13,53,87,Mechanical cleaning methods
L10-AR,2015,-6,4,Conductors,71,48,4,116,7,High-pressure water jetting
K12-BD,2016,-4,-15,Row A,81,25,15,152,6,Mechanical cleaning methods
L10-AR,2013,-34,-8,Level 1 ,95,69,1,84,88,Mechanical cleaning methods
L5-A,2008,-24,-10,Row 1-2,9,74,23,93,83,Mechanical cleaning methods
G14-B,2007,3,-39,Row 3,54,100,7,107,86,Mechanical cleaning methods
K12-BD,2002,-13,-42,Row 4,53,181,7,79,53,Mechanical cleaning methods
L10-AP,2006,-7,-4,Row 2-3,96,40,0,154,10,Mechanical cleaning methods
K12-CC,2016,-7,-13,Row C,94,4,1,84,10,Mechanical cleaning methods
K12-BD,2006,-24,-40,Row 2-3,29,157,27,170,29,Mechanical cleaning methods
K12-CC,2012,-26,-11,Row C,91,37,7,91,78,Mechanical cleaning methods
D15-A,2017,-39,0,Level 3,11,218,12,65,80,Mechanical cleaning methods
E17-A,2017,-27,-18,Level 2,44,36,31,115,73,High-pressure water jetting
K12-A,2000,-18,-41,Row D,12,144,54,10,54,Mechanical cleaning methods
L10-B,2002,3,-18,Row A,93,229,4,30,5,Mechanical cleaning methods
D15-A,2015,-33,-17,Level 1 ,57,245,34,169,57,Mechanical cleaning methods
L10-BB,2017,-27,-32,Row E,61,247,13,61,61,Mechanical cleaning methods
L10-EE,2008,-13,-14,Row 1-2,6,73,13,109,87,Mechanical cleaning methods
L10-B,2006,-14,-37,Row A,87,184,3,36,87,Mechanical cleaning methods
K12-K,2003,-34,-10,Row 5,18,221,13,16,88,Mechanical cleaning methods
K12-C,2017,-19,-33,Row 3,73,228,26,23,73,Mechanical cleaning methods
L10-AD,2014,-8,-24,Risers,82,158,16,43,72,Mechanical cleaning methods
L10-B,2013,-9,-34,Row 4,39,16,30,40,72,Ultrasonic cleaning
L10-AR,1999,-37,4,Row B,47,153,48,7,83,Mechanical cleaning methods
G17-A,2017,-17,-32,Level 2 ,76,192,13,76,76,Mechanical cleaning methods
K12-G,2016,-7,-31,Row 1-2,40,160,45,22,90,Mechanical cleaning methods
L10-AD,2002,-11,-30,Caissons,55,105,0,11,88,Mechanical cleaning methods
G16-A,2006,-18,-41,Row E,87,242,6,87,87,Mechanical cleaning methods
K12-BD,2010,-32,-33,Row 5,94,245,1,20,90,Mechanical cleaning methods
K12-BD,2005,-8,-26,Row D,20,141,41,83,71,Mechanical cleaning methods
L10-AD,2013,0,-10,Level 3,23,91,39,170,5,Mechanical cleaning methods
D15-A,2004,-4,-37,Row 4,7,247,19,142,90,Mechanical cleaning methods
L10-AP,2002,-19,-34,Level 3,89,157,6,28,89,Mechanical cleaning methods
L10-C,2017,-41,-29,Caissons,81,112,3,152,81,Mechanical cleaning methods
L10-C,2015,-15,-11,Risers,56,248,26,141,91,Mechanical cleaning methods
K9-A,2010,0,-30,Level 1 ,65,159,19,40,71,Mechanical cleaning methods
K9-B,2006,-33,-13,Row 2,64,216,1,53,91,Mechanical cleaning methods
L10-D,2017,-11,-19,Row C,3,9,55,33,78,Ultrasonic cleaning
G16-A,2016,-29,-32,Row B,46,9,26,47,46,Ultrasonic cleaning
G14-B,2014,3,-11,Row 1-2,54,67,41,5,7,Mechanical cleaning methods
L10-AP,2006,-19,-32,Risers,64,88,9,33,64,Mechanical cleaning methods
L5-A,2000,-7,-38,Level 1,48,8,12,183,75,High-pressure water jetting
L10-M,2006,-34,-34,Row B,47,212,13,137,47,Mechanical cleaning methods
G14-B,2003,-30,-16,Row 1,16,124,7,7,88,Mechanical cleaning methods
K12-BP,2015,-27,-10,Row 3,32,89,47,95,90,Mechanical cleaning methods
K9-C,2009,-38,-29,Row E,25,152,10,75,25,Mechanical cleaning methods
L10-D,2008,-34,-12,Row 1,54,215,45,175,89,Mechanical cleaning methods
L5-A,2008,-13,0,Row 2-3,58,198,8,106,11,Mechanical cleaning methods
K9-C,2000,-18,-12,Row 2,66,51,26,90,74,Mechanical cleaning methods
E17-A,2010,3,-37,Risers,4,110,92,105,72,Mechanical cleaning methods
L10-L,1999,-40,-18,Level 2 ,86,48,10,50,86,Mechanical cleaning methods
K9-A,2017,-14,-8,Risers,83,112,11,32,76,Mechanical cleaning methods
K2-A,2006,-30,-37,Conductors,99,34,1,58,90,Mechanical cleaning methods
L10-C,2009,-40,-19,Row 3,6,142,59,126,59,Mechanical cleaning methods
G17-AP,2006,-26,-11,Row 3,24,120,30,63,90,Mechanical cleaning methods
L10-E,2009,-16,-26,Conductors,96,94,0,114,88,Mechanical cleaning methods
L10-L,2010,-19,-9,Level 2,61,73,15,37,71,Mechanical cleaning methods
L10-G,2005,-14,-16,Row 2-3,74,212,6,175,81,Mechanical cleaning methods
G17-A,2008,-12,-26,Risers,12,61,52,77,76,Mechanical cleaning methods
L10-EE,2000,-19,-17,Level 2,0,162,48,44,73,Mechanical cleaning methods
K12-A,2016,-32,-40,Level 1 ,8,141,15,12,78,Mechanical cleaning methods
K12-G,2005,-27,-18,Row B,13,122,73,176,81,Mechanical cleaning methods
L10-AR,2006,0,-4,Level 1,20,203,77,123,9,Mechanical cleaning methods
L10-D,2007,-39,-6,Level 3,73,245,0,180,71,Mechanical cleaning methods
K2-A,2013,-7,-31,Row D,22,30,44,119,78,High-pressure water jetting
L5-A,1999,-4,-27,Row 1,93,231,3,165,88,Mechanical cleaning methods
G14-B,2009,-30,-40,Level 2,20,112,61,178,61,Mechanical cleaning methods
L10-AP,2003,-40,-34,Level 1,55,28,29,41,89,Laser cleaning
L10-B,2004,-7,-8,Row C,88,206,11,141,6,Mechanical cleaning methods
K12-C,2009,-27,-17,Row 1,54,235,34,21,85,Mechanical cleaning methods
L10-AP,2001,-27,-8,Row E,49,85,22,34,83,Mechanical cleaning methods
L10-AP,2017,-12,-32,Risers,51,115,8,183,90,Mechanical cleaning methods
L10-L,2013,-39,-15,Row 3-1,71,178,0,48,71,Mechanical cleaning methods
K12-BD,2012,-9,-27,Conductors,80,236,1,70,79,Mechanical cleaning methods
L10-AR,2001,0,-19,Row 5,35,18,35,70,5,High-pressure water jetting
G17-AP,2012,-16,-41,Level 1,30,208,51,191,51,Mechanical cleaning methods
L10-E,2003,-17,-17,Row E,95,122,0,150,74,Mechanical cleaning methods
K12-C,2008,-10,-30,Row 1,51,16,23,83,75,High-pressure water jetting
K12-BP,2005,-6,-16,Row E,27,39,62,61,73,High-pressure water jetting
L10-L,2008,-33,-24,Level 1 ,2,89,29,125,29,Mechanical cleaning methods
K9-B,2001,-38,-12,Level 1,70,24,23,165,70,High-pressure water jetting
L10-B,2016,-24,-37,Row 2,90,169,4,53,90,Mechanical cleaning methods
L10-D,2012,-29,-8,Row 2-3,22,129,2,89,86,Mechanical cleaning methods
K9-A,2001,-7,-19,Row 3,3,209,68,29,91,Mechanical cleaning methods
G17-A,2001,-14,-30,Row 4,19,181,27,5,80,Mechanical cleaning methods
L10-B,2007,-29,-17,Level 3,6,12,76,107,71,High-pressure water jetting
K12-K,2007,-27,0,Conductors,43,129,30,120,88,Mechanical cleaning methods
K9-C,2014,-8,0,Row 2-3,29,92,40,128,7,Mechanical cleaning methods
L10-E,2010,-7,-27,Caissons,59,210,25,1,88,Mechanical cleaning methods
E17-A,2006,-42,-10,Level 1 ,41,67,57,122,57,Mechanical cleaning methods
L10-B,2016,-13,-16,Row 2,66,225,26,158,87,Mechanical cleaning methods
K12-C,2007,-32,-16,Level 1,27,250,55,86,70,Mechanical cleaning methods
G16-A,2012,-8,-34,Row 5,35,129,49,42,86,Mechanical cleaning methods
E17-A,2008,-39,-17,Row 2,67,41,6,183,67,High-pressure water jetting
L10-G,2001,-18,-26,Conductors,4,226,40,46,70,Mechanical cleaning methods
G14-B,2015,-8,-37,Level 2,97,172,0,33,77,Mechanical cleaning methods
L10-AP,2014,-14,-10,Level 1 ,55,216,11,130,82,Mechanical cleaning methods
L10-E,2008,-7,-27,Level 1,71,200,22,82,81,Mechanical cleaning methods
K12-BD,2006,-11,-31,Risers,28,61,23,64,80,Mechanical cleaning methods
K12-CC,2015,-14,-24,Row 1-2,36,40,13,127,74,High-pressure water jetting
K9-A,2005,-29,-29,Row 2-3,80,197,4,142,80,Mechanical cleaning methods
L10-G,2013,-14,-38,Row C,77,18,2,141,77,Mechanical cleaning methods
K12-D,2012,-14,-4,Row A,96,177,2,189,6,Mechanical cleaning methods
K12-BP,2012,-30,-30,Level 3,29,185,21,31,29,Mechanical cleaning methods
L10-AC,2008,-14,-29,Row 1,74,159,2,28,78,Mechanical cleaning methods
L10-E,2011,-37,-10,Rows and Elevations,85,26,1,45,81,Mechanical cleaning methods
L10-F,2013,0,-38,Row 2,7,184,91,155,75,Mechanical cleaning methods
L10-L,1999,-39,-14,Risers,19,125,13,188,19,Mechanical cleaning methods
L10-EE,2002,-31,-12,Row 2,33,25,29,114,79,High-pressure water jetting
K2-A,2017,-7,-30,Conductors,98,27,1,13,77,Mechanical cleaning methods
L10-M,2010,-32,-33,Caissons,31,186,39,119,39,Mechanical cleaning methods
K12-A,2012,-8,-15,Row 5,2,116,31,16,77,Mechanical cleaning methods
G17-A,2017,-9,-15,Level 2 ,83,22,6,169,90,Mechanical cleaning methods
L10-C,2010,0,-18,Row A,77,147,16,159,8,Mechanical cleaning methods
L10-AC,2008,-29,-10,Row 3,5,227,41,47,83,Mechanical cleaning methods
G14-B,1999,-33,-12,Row 1,85,148,6,15,87,Mechanical cleaning methods
K9-B,2017,-4,-14,Row 4,17,92,20,200,8,Mechanical cleaning methods
G14-B,2001,-18,-4,Row 2,94,213,3,90,86,Mechanical cleaning methods
K12-BD,2007,-30,-10,Row B,82,59,18,200,86,Mechanical cleaning methods
L10-G,2002,-40,-16,Row A,34,170,23,154,34,Mechanical cleaning methods
K12-K,2015,-10,-33,Row 1,92,21,0,178,87,Mechanical cleaning methods
D15-A,2017,3,-30,Rows and Elevations,38,191,21,147,80,Mechanical cleaning methods
G14-B,2015,-38,-16,Level 2,46,34,12,157,46,High-pressure water jetting
L10-EE,2003,-30,-15,Level 1 ,71,150,18,153,91,Mechanical cleaning methods
K12-G,2014,-9,-8,Level 1,85,211,13,145,10,Mechanical cleaning methods
K9-C,2009,-15,-41,Level 1,45,31,20,47,45,Laser cleaning
L10-AR,2012,-9,-37,Level 2 ,89,140,9,91,79,Mechanical cleaning methods
G17-A,2002,-40,-30,Row D,57,104,6,121,57,Mechanical cleaning methods
G14-B,2013,-12,-30,Row B,9,226,20,29,82,Mechanical cleaning methods
K12-K,2007,-39,-33,Conductors,42,100,40,97,90,Mechanical cleaning methods
L10-AC,2013,-24,-38,Row 1-2,3,216,91,78,90,Mechanical cleaning methods
K2-A,2003,-16,-16,Row D,83,233,9,51,82,Mechanical cleaning methods
K9-B,2010,-27,-11,Rows and Elevations,24,169,30,32,72,Mechanical cleaning methods
L10-AR,2008,-12,-40,Row 4,26,187,1,68,26,Mechanical cleaning methods
L10-AP,2017,-13,-17,Row 2,89,48,1,12,73,Mechanical cleaning methods
L10-AD,2011,-16,-14,Row A,65,196,11,38,73,Mechanical cleaning methods
K12-K,2000,-32,-13,Row E,62,24,27,33,79,Laser cleaning
L10-C,2011,-11,-6,Row 5,42,141,0,33,10,Mechanical cleaning methods
G17-A,2001,-15,-26,Row 4,25,185,27,180,80,Mechanical cleaning methods
L10-BB,2014,0,-30,Level 1 ,61,30,27,98,86,High-pressure water jetting
L10-M,1999,-11,0,Row 3,30,71,23,88,11,Mechanical cleaning methods
D15-A,2016,-24,-33,Row 5,11,154,86,77,86,Mechanical cleaning methods
L10-C,2004,-11,-40,Risers,33,118,39,28,39,Mechanical cleaning methods
L10-F,2010,-12,-13,Row 1-2,44,24,3,8,82,Ultrasonic cleaning
L10-F,2012,-37,-33,Row C,10,180,53,162,53,Mechanical cleaning methods
K12-BP,2012,-41,-37,Conductors,61,103,4,153,76,Mechanical cleaning methods
L10-AC,2014,-13,-37,Level 1,44,57,37,37,44,Mechanical cleaning methods
K12-A,2014,-31,-19,Level 3,42,178,13,70,42,Mechanical cleaning methods
L10-AD,2011,-33,-37,Level 1,30,94,17,43,30,Mechanical cleaning methods
K12-BD,2005,-40,-18,Row 3-1,37,1,7,179,37,High-pressure water jetting
L10-AR,2017,-31,-17,Risers,24,144,26,133,77,Mechanical cleaning methods
E17-A,2002,-29,-12,Row 5,11,175,54,180,71,Mechanical cleaning methods
L10-AR,2014,-24,-9,Row 3-1,98,232,0,34,78,Mechanical cleaning methods
K12-K,2001,-4,-33,Caissons,6,150,82,188,71,Mechanical cleaning methods
K2-A,2008,-14,-30,Rows and Elevations,2,125,24,62,85,Mechanical cleaning methods
L10-F,2009,-17,-39,Row D,89,160,6,34,89,Mechanical cleaning methods
K12-G,2017,-37,-6,Row D,32,60,46,153,85,Mechanical cleaning methods
K12-BD,2009,-10,-33,Level 3,1,95,28,85,75,Mechanical cleaning methods
L10-G,2002,-9,-18,Conductors,65,137,11,109,75,Mechanical cleaning methods
G14-B,2012,-42,-29,Row 4,89,219,10,194,73,Mechanical cleaning methods
