platform,year,depthmin,depthmax,item,hardPerc,hardmm,softPerc,softmm,Total_Area_Coverage,Recommended_Cleaning_Method
K9-A,2005,-8,-4,Level 2 ,72,241,10,34,8,Mechanical cleaning methods
G14-B,2016,-9,-15,Level 2,100,125,0,143,72,Mechanical cleaning methods
G17-A,2004,3,-41,Caissons,3,162,31,15,78,Mechanical cleaning methods
K12-D,2015,-41,-39,Level 1,10,239,30,109,88,Mechanical cleaning methods
L10-G,2010,-19,-7,Row 3-1,79,89,14,166,91,Mechanical cleaning methods
L10-E,2006,-8,-6,Rows and Elevations,28,114,71,56,10,Mechanical cleaning methods
L5-A,2009,-41,-31,Row 2,64,13,0,148,76,High-pressure water jetting
K12-BP,2008,-12,-15,Level 1 ,62,114,28,100,87,Mechanical cleaning methods
K12-A,2014,-18,-24,Level 2,84,175,13,50,75,Mechanical cleaning methods
K12-G,2000,-26,-13,Row 3,73,234,12,160,83,Mechanical cleaning methods
K12-C,2006,-40,-17,Row C,20,23,28,122,28,High-pressure water jetting
L10-F,2016,-29,-27,Row 2,25,213,38,84,38,Mechanical cleaning methods
K12-CC,2006,-39,-32,Caissons,14,15,42,5,82,Ultrasonic cleaning
K12-D,2016,-32,-12,Row 5,79,35,13,129,78,Mechanical cleaning methods
G14-B,2010,-7,-10,Level 3,98,151,2,122,8,Mechanical cleaning methods
L10-M,2001,-7,0,Row 1-2,43,152,10,9,10,Mechanical cleaning methods
K12-G,2004,-13,-42,Rows and Elevations,71,109,10,118,71,Mechanical cleaning methods
G16-A,2015,-32,-40,Conductors,13,124,34,195,71,Mechanical cleaning methods
K9-C,2011,-19,-39,Level 2 ,61,45,17,31,61,Laser cleaning
K12-C,2008,-9,4,Row 3,8,43,59,143,8,High-pressure water jetting
K2-A,2006,-18,-11,Row 1-2,3,214,65,122,89,Mechanical cleaning methods
G17-AP,2017,-12,-29,Rows and Elevations,94,196,6,117,79,Mechanical cleaning methods
L10-F,2010,-14,-14,Risers,25,92,64,43,91,Mechanical cleaning methods
L10-C,2007,-26,-32,Row 1-2,67,35,25,31,67,Laser cleaning
L10-G,2001,-17,-37,Row 1,3,44,0,118,3,High-pressure water jetting
K9-C,2004,-4,-18,Row 2-3,79,55,13,66,84,Mechanical cleaning methods
K9-C,2010,-37,0,Row 3,46,244,52,19,70,Mechanical cleaning methods
L10-G,2005,-27,-6,Row 1-2,39,191,34,161,90,Mechanical cleaning methods
K12-C,2000,-40,-11,Rows and Elevations,30,203,64,103,64,Mechanical cleaning methods
K12-A,2014,-12,-18,Row 1-2,27,148,73,69,91,Mechanical cleaning methods
G14-B,2012,-13,-16,Rows and Elevations,84,140,2,75,88,Mechanical cleaning methods
K12-BD,2005,-19,-30,Row 3-1,6,209,43,32,43,Mechanical cleaning methods
G17-AP,2009,-19,-24,Row 1,51,18,0,98,78,High-pressure water jetting
L10-C,2014,-32,-29,Row D,0,4,12,191,12,High-pressure water jetting
L10-D,2015,-9,4,Caissons,5,206,0,44,8,Mechanical cleaning methods
L10-G,2011,-39,-38,Caissons,87,83,0,166,78,Mechanical cleaning methods
K12-D,1999,-15,-12,Level 3,68,29,12,74,80,High-pressure water jetting
E17-A,2016,-7,-38,Row 1-2,4,30,30,166,73,High-pressure water jetting
K12-C,2009,-17,-32,Row 4,10,205,14,56,14,Mechanical cleaning methods
G14-A,2014,0,-15,Level 1 ,13,80,48,134,11,Mechanical cleaning methods
K12-D,2007,-8,-10,Row 3,68,100,22,29,8,Mechanical cleaning methods
L10-AC,2010,-9,-12,Level 3,15,222,3,125,81,Mechanical cleaning methods
L10-F,2015,-4,-15,Row A,99,107,1,73,7,Mechanical cleaning methods
K12-C,2003,-34,-30,Level 1 ,66,49,0,163,66,High-pressure water jetting
L5-A,2007,-27,-13,Row 3,98,201,0,62,88,Mechanical cleaning methods
K12-A,2015,-9,-15,Caissons,31,132,12,40,72,Mechanical cleaning methods
K12-BP,2007,-17,-34,Rows and Elevations,76,228,21,178,76,Mechanical cleaning methods
K2-A,1999,-12,-13,Row E,78,62,9,199,75,Mechanical cleaning methods
K9-A,2006,-40,-8,Caissons,0,194,1,3,75,Mechanical cleaning methods
E17-A,2013,-13,-33,Row 2-3,62,187,27,200,80,Mechanical cleaning methods
G14-A,2008,-11,-31,Row 2-3,90,225,9,31,77,Mechanical cleaning methods
L10-G,2012,-19,-19,Row 5,46,58,43,18,90,Mechanical cleaning methods
G17-A,2005,-9,-39,Conductors,73,189,2,50,72,Mechanical cleaning methods
K9-B,2002,-37,-18,Row E,61,59,35,194,61,Mechanical cleaning methods
G17-AP,2008,-16,-16,Risers,51,89,6,1,85,Mechanical cleaning methods
K12-K,2000,-40,-18,Row B,36,69,46,158,46,Mechanical cleaning methods
K12-BD,2009,-18,-32,Risers,20,16,76,86,76,High-pressure water jetting
K12-K,2007,-6,-34,Row 2,90,67,3,20,87,Mechanical cleaning methods
L10-L,2006,-15,-38,Row C,15,163,50,131,50,Mechanical cleaning methods
L10-EE,2011,-7,-42,Row 2,17,180,78,165,78,Mechanical cleaning methods
K12-A,2008,0,-26,Row 2-3,6,44,53,134,78,High-pressure water jetting
E17-A,2003,-30,4,Conductors,73,152,9,23,90,Mechanical cleaning methods
L10-BB,2005,-42,-31,Rows and Elevations,1,228,5,166,81,Mechanical cleaning methods
L10-F,2016,-24,-16,Row 2-3,57,138,34,46,80,Mechanical cleaning methods
K12-D,2012,3,-31,Row 4,8,1,83,43,85,High-pressure water jetting
K12-A,2008,-6,-24,Row 3,11,52,29,43,76,Mechanical cleaning methods
K12-BP,2016,-24,-24,Row B,2,75,78,149,87,Mechanical cleaning methods
L5-A,2012,-26,-24,Row 1,81,82,3,168,81,Mechanical cleaning methods
G14-A,2005,-34,-13,Level 2 ,72,99,4,190,87,Mechanical cleaning methods
L10-E,2017,-40,-38,Rows and Elevations,30,17,16,52,90,High-pressure water jetting
K12-BP,2005,-10,4,Level 3,51,71,29,81,5,Mechanical cleaning methods
K12-BD,2001,-30,-30,Row 3,86,115,10,142,86,Mechanical cleaning methods
K12-BD,2005,-38,-18,Level 2 ,22,110,39,91,39,Mechanical cleaning methods
L10-C,2013,-37,-6,Rows and Elevations,26,161,31,73,76,Mechanical cleaning methods
L10-G,2016,-16,4,Conductors,21,209,8,182,8,Mechanical cleaning methods
G14-A,2013,-26,-17,Caissons,99,128,1,159,83,Mechanical cleaning methods
L10-L,2002,-16,-15,Conductors,2,56,77,90,77,Mechanical cleaning methods
G17-A,2009,-11,0,Caissons,28,250,10,66,7,Mechanical cleaning methods
K12-BP,2004,3,-34,Row 5,21,205,33,56,75,Mechanical cleaning methods
K12-D,2015,0,-39,Row 2,86,160,12,159,83,Mechanical cleaning methods
G17-AP,2015,-41,-38,Rows and Elevations,89,239,1,49,88,Mechanical cleaning methods
K12-D,2016,-9,-41,Row B,72,147,26,56,72,Mechanical cleaning methods
L10-D,2017,-34,-8,Row A,26,139,68,116,89,Mechanical cleaning methods
L10-AD,2017,-10,-10,Row D,95,198,3,91,11,Mechanical cleaning methods
K12-G,1999,-30,-29,Row C,92,109,8,170,90,Mechanical cleaning methods
L10-AR,2012,-27,-29,Row 4,58,76,11,11,58,Mechanical cleaning methods
L10-G,2002,-12,-17,Row 5,12,29,77,136,91,High-pressure water jetting
L10-E,2010,-18,-11,Row 1-2,98,124,1,104,74,Mechanical cleaning methods
K2-A,2003,-19,-26,Caissons,30,242,55,114,85,Mechanical cleaning methods
K12-D,1999,-6,-27,Conductors,71,210,9,160,83,Mechanical cleaning methods
G14-B,2005,-39,-19,Rows and Elevations,78,69,19,33,78,Mechanical cleaning methods
L10-BB,2013,-8,-4,Row 2-3,75,218,5,86,7,Mechanical cleaning methods
D15-A,2012,3,-15,Row 1,45,100,55,189,5,Mechanical cleaning methods
L10-F,2004,-31,-4,Row 1,7,234,42,119,72,Mechanical cleaning methods
G17-A,2004,0,-13,Level 1,99,114,0,0,5,Mechanical cleaning methods
G14-A,1999,-8,-37,Row 5,4,12,96,116,81,High-pressure water jetting
L10-BB,2015,-32,-38,Level 2 ,98,249,2,39,90,Mechanical cleaning methods
L10-AD,2007,-9,-33,Row D,62,115,3,162,91,Mechanical cleaning methods
G14-B,2005,-37,-39,Level 1 ,21,212,3,0,72,Mechanical cleaning methods
K12-K,2010,-24,-14,Level 1,29,0,48,192,74,High-pressure water jetting
K12-BD,2000,-37,-9,Row D,45,78,41,6,90,Mechanical cleaning methods
L10-E,2009,-7,-12,Rows and Elevations,63,52,9,84,10,Mechanical cleaning methods
E17-A,2009,-31,-6,Level 2,61,191,25,22,87,Mechanical cleaning methods
L10-L,2002,-6,-33,Row D,73,29,26,142,76,High-pressure water jetting
D15-A,2014,-30,-34,Level 2 ,84,154,4,6,84,Mechanical cleaning methods
K9-B,2010,-32,-37,Rows and Elevations,2,145,68,164,68,Mechanical cleaning methods
L10-E,2014,-33,-37,Level 2 ,53,243,35,59,53,Mechanical cleaning methods
L10-B,2003,-11,-31,Level 2,54,141,19,50,89,Mechanical cleaning methods
G14-A,2010,-42,-7,Rows and Elevations,8,161,30,96,30,Mechanical cleaning methods
K12-D,2011,-33,-18,Row C,35,134,36,195,36,Mechanical cleaning methods
K12-BD,2007,-41,-37,Row C,4,125,79,104,80,Mechanical cleaning methods
L10-L,2015,-19,-4,Row B,89,200,10,68,80,Mechanical cleaning methods
G17-A,2009,-26,-33,Row 1,5,25,27,92,27,High-pressure water jetting
L10-G,2017,-12,-12,Conductors,15,197,2,184,73,Mechanical cleaning methods
K9-A,2017,-26,-42,Row 2-3,62,219,2,194,62,Mechanical cleaning methods
L10-AR,2011,-38,-29,Row 1,21,112,59,64,59,Mechanical cleaning methods
G17-AP,2005,-38,-30,Row D,22,184,62,22,62,Mechanical cleaning methods
L10-AP,2006,-30,-30,Level 2 ,25,189,9,121,25,Mechanical cleaning methods
L10-AC,2001,0,-4,Conductors,94,176,3,32,10,Mechanical cleaning methods
L5-A,2009,-41,-8,Row 2,50,51,22,39,50,Mechanical cleaning methods
L10-AC,2002,-32,-6,Row E,57,126,24,53,85,Mechanical cleaning methods
D15-A,2009,-19,-32,Level 2 ,29,140,49,200,49,Mechanical cleaning methods
G16-A,2012,-37,-42,Row 3,70,72,20,112,77,Mechanical cleaning methods
L10-AD,2012,-7,-31,Risers,18,221,12,4,80,Mechanical cleaning methods
G17-AP,2008,-42,-11,Level 2 ,87,47,0,130,87,Mechanical cleaning methods
K12-A,2008,-32,-38,Level 1 ,54,174,13,2,54,Mechanical cleaning methods
K12-K,2013,-37,-11,Row E,35,106,9,185,90,Mechanical cleaning methods
D15-A,2010,-37,-15,Level 1,12,164,70,135,70,Mechanical cleaning methods
L10-M,2012,-18,-12,Level 2 ,64,18,21,25,87,Laser cleaning
L5-A,2001,-8,-11,Row B,18,50,0,195,7,Mechanical cleaning methods
L10-AP,2016,-12,-42,Row 1-2,26,165,61,128,61,Mechanical cleaning methods
K9-C,2007,-27,-24,Row B,98,194,2,148,90,Mechanical cleaning methods
G17-AP,2001,-41,-15,Rows and Elevations,40,15,2,153,40,High-pressure water jetting
K12-G,2003,-6,-39,Row E,97,52,2,100,70,Mechanical cleaning methods
L10-B,2007,-27,-26,Row 3,44,152,16,83,44,Mechanical cleaning methods
K9-B,2014,-30,-10,Row C,24,27,56,4,84,Ultrasonic cleaning
K9-A,2005,-18,-37,Row 3-1,98,195,2,62,90,Mechanical cleaning methods
K9-A,2001,-42,-41,Row B,75,138,0,137,75,Mechanical cleaning methods
L10-M,2001,-32,0,Row 1,71,128,12,81,85,Mechanical cleaning methods
L10-D,2007,-7,-30,Row C,15,16,60,3,76,Ultrasonic cleaning
G14-B,2012,-8,-24,Conductors,69,154,26,140,86,Mechanical cleaning methods
L10-G,2004,-31,-40,Row D,53,198,4,103,90,Mechanical cleaning methods
L10-BB,2008,-8,-38,Risers,2,195,26,44,84,Mechanical cleaning methods
K12-CC,2006,-9,-11,Conductors,36,243,33,91,6,Mechanical cleaning methods
G17-A,2009,-24,-27,Conductors,55,82,35,37,55,Mechanical cleaning methods
G16-A,2010,-14,-16,Row E,94,69,5,31,75,Mechanical cleaning methods
L10-F,2009,-12,-14,Row 1,95,222,3,51,76,Mechanical cleaning methods
K2-A,2008,-41,-33,Rows and Elevations,32,205,60,29,82,Mechanical cleaning methods
G17-AP,1999,-32,-11,Level 3,22,118,53,82,74,Mechanical cleaning methods
K12-G,2010,-13,-11,Row 3,80,207,0,197,89,Mechanical cleaning methods
G17-A,2015,-27,-18,Rows and Elevations,98,111,0,169,81,Mechanical cleaning methods
L10-M,2009,-42,-33,Row D,0,170,64,46,76,Mechanical cleaning methods
G16-A,2012,-37,-9,Row C,22,17,2,14,71,Ultrasonic cleaning
G14-B,2010,-38,-19,Row 4,33,207,31,104,33,Mechanical cleaning methods
L10-EE,2003,-24,-9,Level 2,13,103,42,126,90,Mechanical cleaning methods
L10-EE,2000,-32,-11,Level 1,99,191,0,191,91,Mechanical cleaning methods
L10-M,2009,0,-40,Caissons,7,218,17,145,91,Mechanical cleaning methods
K12-A,2010,-32,-15,Level 2,36,48,64,37,73,Laser cleaning
K12-K,2010,-32,-26,Level 3,45,204,29,155,45,Mechanical cleaning methods
K12-D,2007,-32,-37,Row E,70,49,16,88,70,High-pressure water jetting
K9-C,2017,-7,-19,Level 1,54,1,37,114,85,High-pressure water jetting
G17-AP,2003,-17,-24,Level 2 ,62,81,12,159,79,Mechanical cleaning methods
L5-A,2003,-15,-14,Row 1,45,5,1,23,89,Ultrasonic cleaning
K12-BD,2014,-16,-31,Level 1,4,189,21,45,85,Mechanical cleaning methods
G14-B,2016,-16,-34,Caissons,71,220,9,70,71,Mechanical cleaning methods
L10-C,2002,0,-10,Row 4,11,33,23,92,6,High-pressure water jetting
L10-AP,2012,-37,-6,Level 2 ,22,37,48,35,89,Laser cleaning
K12-K,2004,-42,-29,Row 1-2,46,203,21,157,71,Mechanical cleaning methods
D15-A,2009,-41,0,Row 5,17,57,70,189,71,Mechanical cleaning methods
K12-A,2000,0,-17,Level 2,86,181,9,150,7,Mechanical cleaning methods
K12-C,2008,-31,-37,Level 1 ,26,10,32,194,32,High-pressure water jetting
L10-L,2017,-31,-26,Row 2-3,96,96,3,22,90,Mechanical cleaning methods
L10-L,2008,-27,-10,Row D,25,246,53,182,85,Mechanical cleaning methods
K9-C,2014,-12,-18,Row 2-3,41,111,26,3,71,Mechanical cleaning methods
K12-D,2008,-42,-18,Conductors,55,133,44,191,55,Mechanical cleaning methods
L10-B,2007,-30,-10,Row 2-3,91,25,9,81,83,Mechanical cleaning methods
L10-AC,2008,-40,-18,Row 1,41,169,7,139,41,Mechanical cleaning methods
K12-G,2013,-27,-40,Level 2 ,47,18,38,151,47,High-pressure water jetting
L10-C,2013,-31,-10,Risers,91,118,6,165,75,Mechanical cleaning methods
L10-F,2010,-38,-9,Level 2,0,173,19,167,84,Mechanical cleaning methods
L5-A,2002,-42,-32,Row E,42,106,42,129,80,Mechanical cleaning methods
K12-BD,2002,-29,-24,Row 2,81,87,17,61,81,Mechanical cleaning methods
K12-C,2006,-9,-9,Risers,51,165,30,106,5,Mechanical cleaning methods
L5-A,2003,-9,-27,Row 1,96,157,1,132,86,Mechanical cleaning methods
L10-AC,2011,-39,-37,Row B,78,97,0,55,90,Mechanical cleaning methods
L10-D,2011,-14,-6,Row 3-1,86,226,0,18,7,Mechanical cleaning methods
L10-C,2002,-30,-4,Row 4,39,94,35,115,76,Mechanical cleaning methods
K12-CC,2000,-30,-37,Level 1,72,153,15,121,72,Mechanical cleaning methods
K12-D,2006,-15,-40,Row E,75,43,12,196,75,Mechanical cleaning methods
K12-D,2007,-39,-8,Risers,80,196,2,178,75,Mechanical cleaning methods
L10-D,2009,-31,-38,Level 1,61,114,26,123,61,Mechanical cleaning methods
K12-K,2017,-39,-16,Row C,32,189,20,116,32,Mechanical cleaning methods
G16-A,2000,-6,-18,Row 3,62,114,30,59,90,Mechanical cleaning methods
L10-AC,2017,-42,-7,Level 1,77,237,11,119,77,Mechanical cleaning methods
L10-D,2017,-32,-31,Level 2 ,86,170,14,34,86,Mechanical cleaning methods
L10-G,2005,-24,-40,Caissons,29,62,53,134,53,Mechanical cleaning methods
K12-D,2003,-10,-27,Row 1-2,58,85,42,177,81,Mechanical cleaning methods
L10-L,2006,-7,-26,Row 2-3,11,111,84,151,75,Mechanical cleaning methods
L10-L,2013,-6,0,Row B,69,248,21,3,11,Mechanical cleaning methods
L10-E,2004,-42,-4,Row C,63,16,15,125,77,High-pressure water jetting
K12-A,2017,-31,-10,Row 2-3,76,59,21,192,90,Mechanical cleaning methods
L10-AR,2000,-9,-33,Level 1,54,76,43,25,83,Mechanical cleaning methods
L10-AD,2001,-39,-27,Row 4,79,210,1,141,79,Mechanical cleaning methods
L10-EE,2017,-27,-10,Caissons,21,65,48,101,75,Mechanical cleaning methods
L10-G,2006,-33,-19,Row C,2,135,71,125,71,Mechanical cleaning methods
K12-BD,2009,-34,0,Row 2-3,31,8,53,108,73,High-pressure water jetting
K12-BD,1999,-17,-18,Row B,87,50,11,27,89,Mechanical cleaning methods
G14-A,2003,-38,-9,Row D,62,99,33,93,73,Mechanical cleaning methods
L10-E,2007,-31,-16,Row E,48,169,0,117,74,Mechanical cleaning methods
L10-B,2011,-38,-18,Row 2,7,243,59,14,59,Mechanical cleaning methods
L10-D,2006,-39,-26,Risers,30,203,1,95,30,Mechanical cleaning methods
E17-A,2000,-38,-19,Row C,58,26,31,33,58,Laser cleaning
L10-C,2015,-42,-9,Row C,0,186,38,27,38,Mechanical cleaning methods
L10-B,2015,-33,-4,Level 2 ,44,44,53,102,71,High-pressure water jetting
L10-AP,2014,-15,-37,Row 1,71,215,14,111,71,Mechanical cleaning methods
K12-G,2005,-6,-15,Row 2-3,11,47,54,198,72,High-pressure water jetting
K12-G,2014,-30,0,Row A,56,22,37,152,71,High-pressure water jetting
K12-BP,2005,-9,-38,Row 5,81,140,2,179,73,Mechanical cleaning methods
L10-AC,2009,-9,-30,Caissons,11,191,83,28,85,Mechanical cleaning methods
L10-AC,2007,-6,-33,Risers,40,132,20,171,87,Mechanical cleaning methods
L10-B,2014,-39,-17,Row 5,57,89,16,71,57,Mechanical cleaning methods
L10-C,2015,-38,-16,Level 2 ,91,20,2,26,90,Mechanical cleaning methods
G17-AP,2015,-8,-9,Level 2 ,79,226,20,123,5,Mechanical cleaning methods
K12-BP,2005,-41,-8,Row A,31,81,29,189,31,Mechanical cleaning methods
K9-A,2013,-17,-15,Level 1 ,59,197,38,192,74,Mechanical cleaning methods
K12-BD,2016,0,-34,Conductors,28,152,10,23,89,Mechanical cleaning methods
L10-AD,2002,-34,-41,Row 2,67,211,3,31,88,Mechanical cleaning methods
L10-EE,2002,-38,-37,Risers,18,248,67,54,91,Mechanical cleaning methods
G14-B,2001,-41,-37,Level 2 ,87,57,2,188,83,Mechanical cleaning methods
L10-G,2002,-15,-11,Level 3,90,194,10,96,83,Mechanical cleaning methods
G17-A,2003,-42,-34,Row 5,17,111,8,112,76,Mechanical cleaning methods
L10-AP,2016,-10,-40,Level 3,47,54,39,58,47,Mechanical cleaning methods
L10-B,1999,-16,-34,Level 1 ,100,33,0,91,90,Mechanical cleaning methods
L10-AD,2014,-11,-34,Row 3-1,21,213,65,59,76,Mechanical cleaning methods
L10-EE,2010,-17,0,Row 3,46,169,52,53,10,Mechanical cleaning methods
L10-EE,2015,-27,4,Row 1-2,20,242,41,191,86,Mechanical cleaning methods
K9-A,2005,-40,-6,Row A,94,191,2,189,83,Mechanical cleaning methods
L10-EE,2003,-37,-32,Row 5,92,212,6,166,90,Mechanical cleaning methods
G14-B,2004,-34,-17,Level 2 ,56,160,29,103,56,Mechanical cleaning methods
G14-A,2002,-6,-27,Caissons,55,91,10,105,84,Mechanical cleaning methods
K9-A,2010,-17,-42,Level 3,25,86,73,56,73,Mechanical cleaning methods
L10-G,2016,-18,-27,Caissons,100,120,0,166,70,Mechanical cleaning methods
K12-K,2015,-41,-29,Risers,35,20,60,115,60,High-pressure water jetting
K12-BP,2000,-14,-34,Level 2 ,20,165,39,7,80,Mechanical cleaning methods
L10-D,2016,-41,-27,Row D,78,157,9,93,78,Mechanical cleaning methods
L10-M,2015,-24,-18,Row 1-2,45,20,13,93,85,High-pressure water jetting
L5-A,2003,-30,-26,Row 2,14,24,41,169,41,High-pressure water jetting
L10-F,2010,-31,-13,Row A,65,147,11,142,88,Mechanical cleaning methods
G14-B,2017,-19,-8,Risers,17,98,2,190,80,Mechanical cleaning methods
K12-BD,2014,-41,-17,Rows and Elevations,8,95,70,50,70,Mechanical cleaning methods
G14-A,2001,-34,-39,Row 4,63,221,33,18,90,Mechanical cleaning methods
K12-K,2002,-33,0,Row 5,23,233,75,93,89,Mechanical cleaning methods
E17-A,2011,-26,-13,Row 1-2,42,190,22,189,87,Mechanical cleaning methods
L10-B,2003,-7,-19,Row 5,84,64,2,111,73,Mechanical cleaning methods
G14-B,2010,-16,-39,Row 3,21,88,32,61,32,Mechanical cleaning methods
L10-AD,2000,-18,-38,Row 2-3,45,225,24,120,45,Mechanical cleaning methods
L10-AC,2008,-8,-15,Risers,48,243,35,9,73,Mechanical cleaning methods
K9-C,2007,-34,-16,Risers,7,49,27,193,27,High-pressure water jetting
L5-A,2004,-40,-13,Level 1,17,0,46,130,46,High-pressure water jetting
L10-M,2001,-29,-33,Rows and Elevations,98,15,0,163,90,Mechanical cleaning methods
L10-G,2007,-26,-32,Row 4,56,177,11,148,56,Mechanical cleaning methods
L10-B,2013,-12,-6,Row B,93,102,6,75,10,Mechanical cleaning methods
K12-G,2002,-15,-19,Row E,45,187,10,11,73,Mechanical cleaning methods
G14-B,2003,-14,-10,Level 3,46,157,38,65,81,Mechanical cleaning methods
K12-CC,2001,-33,-11,Row 1-2,84,107,2,23,79,Mechanical cleaning methods
L10-L,2004,-29,-30,Row 5,53,244,13,162,53,Mechanical cleaning methods
K12-BP,2009,-26,-37,Level 3,31,49,1,2,31,Laser cleaning
L10-AC,2000,-13,-31,Risers,33,173,61,117,91,Mechanical cleaning methods
L10-C,2017,-7,0,Row E,47,123,39,195,5,Mechanical cleaning methods
L10-L,2016,-11,-24,Row A,66,180,14,34,88,Mechanical cleaning methods
G14-A,2006,-14,-37,Level 2,69,170,11,100,69,Mechanical cleaning methods
K2-A,2010,-8,-38,Row 2-3,77,11,7,50,76,Mechanical cleaning methods
K12-BP,2011,-34,0,Row 3-1,35,196,34,183,74,Mechanical cleaning methods
L10-E,2000,-42,-7,Level 3,43,160,28,77,43,Mechanical cleaning methods
D15-A,2002,-31,-37,Rows and Elevations,89,60,8,130,89,Mechanical cleaning methods
G14-A,2017,-7,-14,Row 3-1,94,75,3,197,77,Mechanical cleaning methods
K12-C,2008,-13,-34,Caissons,9,11,91,46,91,High-pressure water jetting
K12-K,2001,3,-6,Row 2,76,195,23,39,11,Mechanical cleaning methods
L10-AD,2012,-11,-41,Row 1,39,42,44,35,44,Laser cleaning
L10-BB,2014,-41,-13,Row 1,9,197,42,114,42,Mechanical cleaning methods
K12-BP,2002,-8,-39,Rows and Elevations,73,218,11,151,81,Mechanical cleaning methods
K12-BD,2005,-40,-19,Level 3,52,139,44,57,52,Mechanical cleaning methods
K12-BD,1999,-29,-37,Conductors,97,130,1,82,90,Mechanical cleaning methods
L10-AD,2005,-40,-39,Risers,53,164,45,24,79,Mechanical cleaning methods
L10-AR,2005,-34,-14,Row 3-1,30,132,25,73,83,Mechanical cleaning methods
L10-G,2012,-42,-32,Row C,44,242,17,134,79,Mechanical cleaning methods
G16-A,2009,-15,-12,Row 5,62,112,9,67,70,Mechanical cleaning methods
G16-A,2010,-18,-16,Rows and Elevations,53,44,31,58,88,High-pressure water jetting
E17-A,2007,-15,-9,Level 2 ,49,13,30,104,85,High-pressure water jetting
K9-A,2003,-24,-31,Level 1,67,153,4,52,67,Mechanical cleaning methods
G16-A,2013,0,-24,Row 2,51,137,44,174,87,Mechanical cleaning methods
G17-AP,2009,-9,-7,Caissons,35,147,52,115,8,Mechanical cleaning methods
L10-BB,2000,-7,-31,Row A,74,188,11,193,89,Mechanical cleaning methods
G14-A,2017,-12,-30,Level 2,42,240,44,174,70,Mechanical cleaning methods
G17-AP,2008,-11,-31,Row E,79,184,2,141,87,Mechanical cleaning methods
E17-A,2002,-33,-41,Row 5,88,14,7,107,87,Mechanical cleaning methods
L10-EE,2006,-40,-37,Row C,49,96,38,154,83,Mechanical cleaning methods
L10-M,2014,-16,-31,Caissons,92,80,4,171,89,Mechanical cleaning methods
L10-F,2002,-18,-42,Level 2,91,211,9,163,90,Mechanical cleaning methods
K2-A,2012,-4,-33,Row 3-1,65,138,13,86,89,Mechanical cleaning methods
K12-C,2014,-34,-40,Row 3,1,189,1,94,72,Mechanical cleaning methods
K12-G,2002,-40,-11,Row D,7,128,65,80,65,Mechanical cleaning methods
L10-C,2000,-24,-37,Level 1 ,15,228,84,156,84,Mechanical cleaning methods
K9-A,2009,-17,-14,Level 1,52,137,30,156,81,Mechanical cleaning methods
L10-E,2007,-8,-13,Caissons,53,41,47,179,80,High-pressure water jetting
L10-AC,2001,-10,-32,Row 2-3,76,162,18,102,91,Mechanical cleaning methods
L10-M,2006,-17,-6,Row 1-2,1,167,48,63,70,Mechanical cleaning methods
L5-A,2000,-7,-37,Conductors,17,20,17,19,78,Ultrasonic cleaning
G14-B,2010,-29,-8,Conductors,68,34,13,36,73,Laser cleaning
G16-A,2009,-16,0,Row 1-2,62,235,8,26,10,Mechanical cleaning methods
K12-BD,2004,-33,-18,Row 2,50,211,18,89,50,Mechanical cleaning methods
K12-A,2012,-15,-10,Level 3,74,71,20,170,70,Mechanical cleaning methods
K12-BP,1999,-37,-15,Row 2-3,25,111,35,39,35,Mechanical cleaning methods
K12-G,2005,-32,-11,Level 3,96,78,3,35,77,Mechanical cleaning methods
G17-A,2004,-8,-30,Level 3,22,209,23,164,78,Mechanical cleaning methods
L10-M,2008,-37,-39,Level 1 ,86,68,10,49,83,Mechanical cleaning methods
G16-A,2013,-6,-16,Row E,14,142,3,3,91,Mechanical cleaning methods
K12-BD,2005,-10,-16,Level 3,3,144,97,101,73,Mechanical cleaning methods
L10-BB,2010,-12,-19,Row A,19,74,20,68,74,Mechanical cleaning methods
K12-D,2012,-14,-24,Row B,30,215,8,140,87,Mechanical cleaning methods
K12-G,1999,-27,4,Row 1-2,33,87,43,70,74,Mechanical cleaning methods
L10-E,2005,-30,-40,Row 2-3,23,30,4,130,23,High-pressure water jetting
K12-C,2011,-4,-24,Level 1 ,31,210,55,37,87,Mechanical cleaning methods
L10-G,2001,-17,-18,Row E,50,205,50,106,77,Mechanical cleaning methods
E17-A,2015,-41,-37,Caissons,13,9,37,74,87,High-pressure water jetting
K12-CC,2017,-26,-12,Row E,53,220,44,149,89,Mechanical cleaning methods
L10-F,2009,-26,-6,Rows and Elevations,15,62,72,195,82,Mechanical cleaning methods
K2-A,2003,-37,-12,Level 1 ,43,31,32,87,43,High-pressure water jetting
